Election Program Name,LocalBody Name,Division,District,Name of Contesting Candidate,constituency,Total Votes Secured,Party Name,Rank
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHIRINBANO TAHIR PATHAN,187,1248,Nationalist Congress Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KANIZFATIMA ABUKHALID SHAIKH,187,1033,All India Majlis e Ittehadul Muslimeen,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,HALIMABEGUM MOBIN ANSARI,187,87,Bahujan Samaj Party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,GULMEENABEGUM MOHDYUNUS SHAIKH,187,61,All India Majlis e Ittehadul Muslimeen,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHABANABEGUM KHALILAHMED SHAIKH,187,61,Samajwadi Party,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,187,203,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RESHMABANO MOHAMMADHASIM KHAN,188,7150,Nationalist Congress Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUMALATHA DINESH SHETTY,188,7132,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHEHNAZBANO ABBASHUSSAIN SHAIKH,188,2434,Shivsena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Geeta Gautam Nandepalli,188,2179,Independent,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,suguna govindarajan notapplicable,188,1382,Bhartiya Janata Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shabeena Munna Shaikh,188,593,Maharashtra Navnirman Sena,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SAIRABANO KAMIL FAROOQUI,188,74,Peace Party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANJUM SHAHID QAZI,188,30,Janata Dal Secular,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,188,317,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,HARSHALA ASHISH MORE,189,5920,Maharashtra Navnirman Sena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Supriya Dilip Katke,189,3453,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MANGALA VISHNU GAIKWAD,189,2690,Independent,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Seeta Deepak Wagh,189,2337,Indian National Congress,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shamal Suresh Gambhir,189,2126,Bhartiya Janata Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Afsarnisa Abdul Shaikh,189,625,Republican Party of India (A),6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUJATA RAMESH BHALERAO,189,559,All India Majlis e Ittehadul Muslimeen,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,UJWALA ANIL BHANDARE,189,291,Bahujan Samaj Party,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Chandrakala Sabanna Metri,189,170,Independent,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MEERA RATNAKAR SINGH,189,91,Independent,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUMAN BALASAHEB PACHANGE,189,79,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sonali Vasant Gaikwad,189,46,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,189,310,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sheetal Suresh Gambhir,190,8401,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VAISHALI RAJESH PATANKAR,190,7958,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BHARTI VIRENDRA TANDEL,190,7769,Maharashtra Navnirman Sena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUPRIYA SUNIL MALVANKAR,190,3622,Indian National Congress,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,190,744,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VISHAKHA SHARAD RAUT,191,10660,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Tejasvi Vasant Jadhav,191,8297,Bhartiya Janata Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SWAPNA YESHWANT DESHPANDE,191,8287,Maharashtra Navnirman Sena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ROSHNA ASHWIN SHAH,191,1466,Indian National Congress,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VANDANA VIJAYKUMAR DALVI,191,173,Nationalist Congress Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,191,611,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PRITI PRAKASH PATANKAR,192,10525,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SNEHAL SUDHIR JADHAV,192,8428,Maharashtra Navnirman Sena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VAIBHAVI VIVEK BHATKAR,192,7367,Bhartiya Janata Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Harshal Jitendra Kamble,192,2394,Indian National Congress,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHEETAL VIJAY KADAM,192,295,Nationalist Congress Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANITA RAJESH KAMBLE,192,255,Bahujan Samaj Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Nanda Sampat Kamble,192,145,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NEELAM RAVINDRA KARPE,192,112,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,192,700,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Hemangi Hareshwar Worlikar,193,13671,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ROHIT MICHAEL KOLI,193,4820,Maharashtra Navnirman Sena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Jayant Dattaaram Nte,193,4811,Bhartiya Janata Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Runal Rajan Lad,193,3432,Nationalist Congress Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NAVNATH MANOHAR KARANDEKAR,193,1894,Independent,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ATIT VASANT MAYEKAR,193,1444,Indian National Congress,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,LINDWALL JOSEPH RODRIGUES,193,580,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Pradeep Manishankar Kawathe,193,415,Communist Party Of India,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANIL SAKHARAM BETKAR,193,180,Bahujan Samaj Party,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,DINANATH MARUTI MHATRE,193,116,Independent,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,193,721,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,samadhan sadanand sarvankar,194,8623,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MAHESH BALIRAM SAWANT,194,8364,Independent,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANTOSH BALKRISHNA DHURI,194,6684,Maharashtra Navnirman Sena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Suryakant Laxman Dhavale,194,5112,Bhartiya Janata Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NITIN BHAURAO PATIL,194,1495,Indian National Congress,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NANDKISHOR ANANDRAO PAWAR,194,1069,Nationalist Congress Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AJAY GOVIND SINGH,194,899,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VINOD SHRIDHAR PATADE,194,261,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sudarshan Prabhakar Surve,194,229,Independent,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,DIWANSINGH ADHIKARI ADHIKARI,194,152,Bahujan Samaj Party,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ABHISHEK ANAND CHAWAN,194,109,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANGATHAN VIDYADHAR SHARMA,194,95,Bahujan Vikas Aghadi,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Eknath Sakharam Mane,194,77,Communist Party Of India,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,APARNA ANAND DALVI,194,41,Janata Dal Secular,14
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,194,387,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Santosh Namdeo Kharat,195,10811,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUSHIL SAKHARAM SHILWANT,195,4838,Bhartiya Janata Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MANGESH PARSHURAM KASALKAR,195,2898,Maharashtra Navnirman Sena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AJAY KISHOR SHINDE,195,2645,Indian National Congress,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VANITA VASANT INSULKAR,195,2603,Nationalist Congress Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Jitendra Sudam Dodake,195,1892,Bharip Bahujan Mahasangh,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHARAD SITARAM SHIRISHKAR,195,274,Republican Party of India (A),7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANJAY SUDAM OVHAL,195,186,Bahujan Samaj Party,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,BABAN DNYANU MORE,195,59,bahujan republican sociolist party,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Manohar Tanaji Palshetkar,195,56,Sambhaji Brigade,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SACHIN DILIP ATHAWALE,195,52,Republican Party of India (A),11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,195,548,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Ashish Ramnath Chemburkar,196,11306,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,DEEPAK ASHOK PATIL,196,5618,Bhartiya Janata Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Dashrath Shivaram Nitanaware,196,3731,Nationalist Congress Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,DASHRATH DATTRAM NIKAM,196,1551,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANDEEP SUDHAKAR KHARAT,196,1465,Bahujan Samaj Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,INDRAJEET VASANT SURYAVANSHI,196,1112,Indian National Congress,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANTOSH RAGHUNATH KADAM,196,240,Bharip Bahujan Mahasangh,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJAN BAPU REDKAR,196,177,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Janhvi Sujit Bhagat,196,88,Independent,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MOHANSINGH SHANKARSINGH RAJPUT,196,78,Independent,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Rajendra Bhanudas Kamble,196,59,Republican Party Of India,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sanjay Ramchandra Kolhapure,196,54,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Vishal Anand Bhingare,196,49,Sambhaji Brigade,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,LILENDRA GOVIND JHA,196,22,Independent,14
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,196,423,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,DATTARAM SHIVARAM NARVANKAR,197,4419,Maharashtra Navnirman Sena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Parshuram Dattatray Desai,197,3287,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ABRAR LALMOHAMMED KHAN,197,3202,Nationalist Congress Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NAVNEET DAYASHANKAR PANDE,197,2406,Bhartiya Janata Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJU GOVIND PAWAR,197,1772,Independent,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Anita Satyam Nair,197,1118,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Aniruddha Krishna Sawant,197,899,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Prakash Govind Pawar,197,701,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Manoj Pandian Nadar,197,630,Indian National Congress,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,manoj dinkar marchande,197,560,Bharip Bahujan Mahasangh,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANAND SATU KAMBLE,197,371,Bahujan Samaj Party,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,TIMMA TIMMAPPA GOLLAR,197,274,Samajwadi Party,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Suresh Tejram Mehra,197,129,Independent,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,mukesh arma devendra,197,125,bahujan republican sociolist party,14
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VIKAS PRAKASH SALVI,197,121,Bahujan Vikas Aghadi,15
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANAND TUKARAM GURAV,197,97,Akhil Bharatiya Sena,16
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Dinesh Jayram Tiwari,197,85,Independent,17
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sunil Chandrakant Kothawale,197,43,Sambhaji Brigade,18
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AJAY KRISHNA LONDHE,197,42,Independent,19
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MOHAMMAD PARVEZ MOHAMMAD AYUB SHAIKH,197,41,Independent,20
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Mohan Ramachandr Pawar,197,39,Independent,21
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,kishor ukabhai rathod,197,34,Independent,22
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHABANA IMTIYAZAHMED SHAIKH,197,33,Independent,23
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MIDRISRAZA HAJIMBASIR KHAN,197,27,Independent,24
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,197,154,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SNEHAL SURYAKANT AMBEKAR,198,13614,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VINAYAK RAM MHASHILKAR,198,8088,Maharashtra Navnirman Sena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KUNAL RAMESH KADAM,198,1720,Republican Party of India (A),3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANJAY SHANKAR KAMBALE,198,1598,Independent,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAMCHANDRA SITARAM NARKAR,198,219,Independent,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MAKARAND SHRIDHAR TASGAONKAR,198,123,Nationalist Congress Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,198,819,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Kishori Kishor Pednekar,199,11229,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VIJAYMALA BABAN DESAI,199,5456,Nationalist Congress Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AARATI CHANDRAKANT PUGAONKAR,199,4404,Bhartiya Janata Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,HEENA VIJAYKUMAR KANOJIA,199,1823,Indian National Congress,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Priyanka Premlal Kanojia,199,1416,Maharashtra Navnirman Sena,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Avanti Santosh Talekar,199,570,bahujan republican sociolist party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHASHIKALA AKHILESH JAISWAR,199,548,Bahujan Samaj Party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sudha Vithalrao Kadam,199,165,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJSHREE SANDEEP KHAVARE,199,88,Independent,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VEENA SUDHAKAR KADAM,199,67,Independent,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,199,527,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,URMILA ULHAS PANCHAL,200,9098,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PALLAVI MAHENDRA MUNGEKAR,200,6937,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Jyotsna Rahul Dhumale Pawar,200,6926,Bhartiya Janata Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUVARNA SUNIT WAGHMARE,200,1356,Independent,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PAYAL RAJENDRA KHARE,200,447,Bahujan Samaj Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANITA SANJAY KAMBLE,200,381,Nationalist Congress Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUNITA MOHAN TUPASOUNDRYA,200,129,Bhartiya Shetkari Kamgar Paksh,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,200,686,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Supriya Sunil More,201,7406,Indian National Congress,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,IRAM SAJIDAHMED SIDDIQUE,201,4619,Samajwadi Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ASHWINI VIJAY DAREKAR,201,3575,Shivsena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHEHNAZ SIRAJAHMED MALIK,201,1826,All India Majlis e Ittehadul Muslimeen,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Savita Vinod Saklave,201,1690,Bhartiya Janata Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PUSHPA ANAND RANKHAMBE,201,730,Maharashtra Navnirman Sena,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHAMBHAVI HEMANT SAWANT,201,330,Republican Party of India (A),7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,jyoti prakash jagtap,201,203,Nationalist Congress Party,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RUBINA KHALID SIDDIQUE,201,112,Independent,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,201,283,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHRADDHA SHRIDHAR JADHAV,202,12032,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,_______ ______ _____,202,4386,Maharashtra Navnirman Sena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Riya Harishchandra Bavkar,202,4329,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VIJAYALAXMI NITESH PAWAR,202,3292,Bhartiya Janata Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,UMA SUNIL BHASKARAN,202,986,Nationalist Congress Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MANASI MANAJI PARAB,202,855,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MANASI ARUN SAKPAL,202,454,Bharip Bahujan Mahasangh,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Vandana Ramchandra Mane,202,413,Communist Party Of India,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,202,547,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,sindhu ravindranath Masurkar,203,14541,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,TEJASWINI SANJAY AMBOLE,203,9622,Bhartiya Janata Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,POONAM ARUN DURGAVALE,203,2061,Maharashtra Navnirman Sena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VIDYA CHANDRASHEKHAR JANGAM,203,1497,Indian National Congress,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RESHMA SUDHIR BABRE,203,262,Independent,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,bharati jagannath jadhav,203,122,Nationalist Congress Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,203,618,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANIL SADASHIV KOKIL,204,13411,Shivsena,1
