Sr. No.,DISTRICT,MUNICIP ALITY,WARD NO.,WARD CATEG.,NAME,PARTY,ELECTED CANDIDATE (MALE/ FEMALE),"ELECTED CANDIDATE BELONGS WHICH CATEG. WHETHER GEN, SC, ST, OBC"
329,BHARATPUR,BHARATPUR,24,GENW,SANJAY,BJP,FEMALE,GENW
330,BHARATPUR,BHARATPUR,25,SC,MUKESH,INC,MALE,SC
331,BHARATPUR,BHARATPUR,26,GEN,BHAGWAN DAS,IND,MALE,SC
332,BHARATPUR,BHARATPUR,27,GEN,NAGENDRA,IND,MALE,GEN
333,BHARATPUR,BHARATPUR,28,GENW,KAMLESH,IND,FEMALE,GENW
334,BHARATPUR,BHARATPUR,29,SCW,CHANDA DEVI,IND,FEMALE,SCW
335,BHARATPUR,BHARATPUR,30,GEN,NARENDRA SINGH,BJP,MALE,OBC
336,BHARATPUR,BHARATPUR,31,GEN,KIRAN,IND,FEMALE,GENW
337,BHARATPUR,BHARATPUR,32,GEN,RAGHVENDRA,IND,MALE,GEN
338,BHARATPUR,BHARATPUR,33,GEN,SHELU,IND,MALE,OBC
339,BHARATPUR,BHARATPUR,34,SC,TARACHAND,INC,MALE,SC
340,BHARATPUR,BHARATPUR,35,OBCW,JAGDISH,IND,FEMALE,OBCW
341,BHARATPUR,BHARATPUR,36,SCW,GANGA DEVI,IND,FEMALE,SCW
342,BHARATPUR,BHARATPUR,37,OBC,PREMPALSINGH,BJP,MALE,OBC
343,BHARATPUR,BHARATPUR,38,GEN,SHAYAM SUNDAR,BJP,MALE,GEN
344,BHARATPUR,BHARATPUR,39,GEN,BHEEMSINGH,IND,MALE,GEN
345,BHARATPUR,BHARATPUR,40,GENW,SUKKO S/O PAYREY LAL,IND,FEMALE,STW
346,BHARATPUR,BHARATPUR,41,GENW,REKHA,INC,FEMALE,GENW
347,BHARATPUR,BHARATPUR,42,GENW,MUNNI DEVI,IND,FEMALE,GENW
348,BHARATPUR,BHARATPUR,43,SCW,MENKA,IND,FEMALE,SCW
349,BHARATPUR,BHARATPUR,44,OBC,RAJENDRA SINGH,IND,MALE,OBC
350,BHARATPUR,BHARATPUR,45,OBCW,KAMLESH CHOUDARY,IND,FEMALE,OBCW
351,BHARATPUR,BHARATPUR,46,OBC,PREMSINGH,INC,MALE,OBC
352,BHARATPUR,BHARATPUR,47,GENW,PALLAVI SINGH,IND,FEMALE,GENW
353,BHARATPUR,BHARATPUR,48,GEN,OMA SINGH,INC,FEMALE,OBCW
354,BHARATPUR,BHARATPUR,49,GENW,ANITA,IND,FEMALE,OBCW
355,BHARATPUR,BHARATPUR,50,GENW,RAJKUMARI,IND,FEMALE,OBCW
356,BIKANER,BIKANER,1,GEN,HASAN ALI,INC,MALE,OBC
357,BIKANER,BIKANER,2,OBC,MEGHRAJ SUTHAR,INC,MALE,OBC
358,BIKANER,BIKANER,3,OBC,GANGA JAL,INC,MALE,OBC
359,BIKANER,BIKANER,4,GENW,PREM LATA,INC,FEMALE,OBCW
360,BIKANER,BIKANER,5,SC,MANGI LAL,BJP,MALE,SC
361,BIKANER,BIKANER,6,GENW,GUDDI,IND,FEMALE,GENW
362,BIKANER,BIKANER,7,OBCW,ELLA,INC,FEMALE,OBCW
363,BIKANER,BIKANER,8,GEN,ARUN VYAS,INC,MALE,GEN
364,BIKANER,BIKANER,9,GEN,SUNIL,INC,MALE,GEN
365,BIKANER,BIKANER,10,SC,HARI SHANKER,INC,MALE,SC
366,BIKANER,BIKANER,11,OBCW,RAJIYA,INC,FEMALE,OBCW
367,BIKANER,BIKANER,12,GEN,RAMJAAN,INC,MALE,GEN
368,BIKANER,BIKANER,13,GENW,SHAKILA,INC,FEMALE,OBCW
369,BIKANER,BIKANER,14,OBCW,NILOPHER,INC,FEMALE,OBCW
370,BIKANER,BIKANER,15,GENW,SUSHMA,INC,FEMALE,GENW
371,BIKANER,BIKANER,16,GEN,DURGA DAS CHANGANI,INC,MALE,GEN
372,BIKANER,BIKANER,17,GENW,RAJKUMARI,INC,FEMALE,GENW
373,BIKANER,BIKANER,18,SCW,SOHINI DEVI,INC,FEMALE,SCW
374,BIKANER,BIKANER,19,GEN,RAM LAL KACHHAWA,BJP,MALE,OBC
375,BIKANER,BIKANER,20,GEN,SHIV KUMAR,BJP,MALE,GEN
376,BIKANER,BIKANER,21,OBC,SHIV CHANDRA,INC,MALE,OBC
377,BIKANER,BIKANER,22,GENW,RAJ KUMARI,BJP,FEMALE,GENW
378,BIKANER,BIKANER,23,GEN,GANESH,BJP,MALE,GEN
379,BIKANER,BIKANER,24,OBCW,JHAMKU DEVI,BJP,FEMALE,OBCW
380,BIKANER,BIKANER,25,OBC,AASHA RAM,INC,MALE,OBC
381,BIKANER,BIKANER,26,GEN,UMESH,BJP,MALE,OBC
382,BIKANER,BIKANER,27,GENW,RAISA BANO,INC,FEMALE,OBCW
383,BIKANER,BIKANER,28,GENW,SHAKURA BANO,INC,FEMALE,GENW
384,BIKANER,BIKANER,29,GEN,ARVIND KISHORE ACHARYA,BJP,MALE,GEN
385,BIKANER,BIKANER,30,GENW,SUSHILA JAIN,BJP,FEMALE,GENW
386,BIKANER,BIKANER,31,GENW,MANJU,INC,FEMALE,GENW
387,BIKANER,BIKANER,32,GENW,TARA SONI,BJP,FEMALE,OBCW
388,BIKANER,BIKANER,33,GEN,MANISH,INC,MALE,GEN
389,BIKANER,BIKANER,34,GENW,BILKIS,BJP,FEMALE,OBCW
390,BIKANER,BIKANER,35,GENW,ANJU JAIN,BJP,FEMALE,GENW
391,BIKANER,BIKANER,36,GEN,GAJANANAD,IND,MALE,GEN
392,BIKANER,BIKANER,37,GENW,CHAYA GUPTA,BJP,FEMALE,GENW
393,BIKANER,BIKANER,38,GENW,SIVARI,INC,FEMALE,OBCW
394,BIKANER,BIKANER,39,OBCW,SANTOSH PRAJAPATI,INC,FEMALE,OBCW
395,BIKANER,BIKANER,40,OBC,MOHAN LAL,BJP,MALE,OBC
396,BIKANER,BIKANER,41,GENW,RENU KANWAR,INC,FEMALE,GENW
397,BIKANER,BIKANER,42,GEN,SAKET,BJP,MALE,GEN
398,BIKANER,BIKANER,43,SC,TARACHAND KILANIYA,BJP,MALE,SC
399,BIKANER,BIKANER,44,OBC,PREMSINGH MERATIYA,BJP,MALE,OBC
400,BIKANER,BIKANER,45,GEN,OMPRAKASH RAJPUROHIT,BJP,MALE,GEN
401,BIKANER,BIKANER,46,GENW,KAMAL KANWAR,BJP,FEMALE,GENW
402,BIKANER,BIKANER,47,SC,JOGINDER,INC,MALE,SC
403,BIKANER,BIKANER,48,GENW,LAXMI KANWAR,BJP,FEMALE,GENW
404,BIKANER,BIKANER,49,OBCW,ANSHU GEHLOT,INC,FEMALE,OBCW
405,BIKANER,BIKANER,50,GEN,UMMED SINGH RAJPUROHIT,BJP,MALE,GEN
406,BIKANER,BIKANER,51,GEN,ANAND SINGH,INC,MALE,GEN
407,BIKANER,BIKANER,52,GEN,SHANTI LAL,INC,MALE,GEN
408,BIKANER,BIKANER,53,SCW,RADHA,INC,FEMALE,SCW
409,BIKANER,BIKANER,54,SCW,RUKMA,INC,FEMALE,SCW
410,BIKANER,BIKANER,55,GEN,HEMENDER BHATI,BJP,MALE,OBC
411,BIKANER,BIKANER,56,GEN,JAVED,INC,MALE,OBC
412,BIKANER,BIKANER,57,OBC,JAVED KHAN,INC,MALE,OBC
413,BIKANER,BIKANER,58,GENW,NEENA ARORA,BJP,FEMALE,GENW
414,BIKANER,BIKANER,59,GEN,MANGI LAL BISHNOI,BJP,MALE,OBC
415,BIKANER,BIKANER,60,GENW,CHETANA,INC,FEMALE,OBCW
416,CHITTORGARH,CHITTORGARH,1,GEN,FARMAN KHAN,INC,MALE,GEN
417,CHITTORGARH,CHITTORGARH,2,GEN,SAWANT SINGH,IND,MALE,GEN
418,CHITTORGARH,CHITTORGARH,3,SCW,SHANTI,INC,FEMALE,SCW
419,CHITTORGARH,CHITTORGARH,4,SCW,SAWATRI,INC,FEMALE,SCW
420,CHITTORGARH,CHITTORGARH,5,GEN,CHETAN,BJP,MALE,GEN
421,CHITTORGARH,CHITTORGARH,6,GENW,RAVINDRA,BJP,FEMALE,GENW
422,CHITTORGARH,CHITTORGARH,7,GEN,SURENDRA NATH YOGI,INC,MALE,OBC
423,CHITTORGARH,CHITTORGARH,8,GENW,CHANDAN BALA,BJP,FEMALE,GENW
424,CHITTORGARH,CHITTORGARH,9,GEN,CHOTU SINGH SHEKHAWAT,BJP,MALE,GEN
425,CHITTORGARH,CHITTORGARH,10,GEN,KARSHAN GOPAL MAHESHWARI,IND,MALE,GEN
426,CHITTORGARH,CHITTORGARH,11,GEN,MAHENDRA SINGH,INC,MALE,GEN
427,CHITTORGARH,CHITTORGARH,12,GENW,ANTIM BALA,BJP,FEMALE,GENW
428,CHITTORGARH,CHITTORGARH,13,SC,VIJAY,INC,MALE,SC
429,CHITTORGARH,CHITTORGARH,14,SC,LAXMAN,IND,MALE,SC
430,CHITTORGARH,CHITTORGARH,15,GEN,SANDEEP,INC,MALE,GEN
431,CHITTORGARH,CHITTORGARH,16,OBCW,KUNDAN,INC,FEMALE,OBCW
432,CHITTORGARH,CHITTORGARH,17,GENW,JAGRATI KANWAR,BJP,FEMALE,GENW
433,CHITTORGARH,CHITTORGARH,18,OBCW,MANJU GURJAR,BJP,FEMALE,OBCW
434,CHITTORGARH,CHITTORGARH,19,GEN,MOHAMMAD YUSUF,INC,MALE,GEN
435,CHITTORGARH,CHITTORGARH,20,ST,VIJAY,INC,MALE,ST
436,CHITTORGARH,CHITTORGARH,21,GENW,SAJED KHANM,INC,FEMALE,GENW
437,CHITTORGARH,CHITTORGARH,22,GENW,MADHU,INC,FEMALE,GENW
438,CHITTORGARH,CHITTORGARH,23,GEN,LADHU RAM,INC,MALE,GEN
439,CHITTORGARH,CHITTORGARH,24,STW,SONAL,INC,FEMALE,STW
440,CHITTORGARH,CHITTORGARH,25,OBCW,SANEH LATA CHEEPA,BJP,FEMALE,OBCW
441,CHITTORGARH,CHITTORGARH,26,GENW,RAM KANYA,INC,FEMALE,GENW
442,CHITTORGARH,CHITTORGARH,27,GENW,DRAUPATI,INC,FEMALE,GENW
443,CHITTORGARH,CHITTORGARH,28,GENW,RUKMANI,INC,FEMALE,GENW
444,CHITTORGARH,CHITTORGARH,29,GENW,ASHA,IND,FEMALE,GENW
445,CHITTORGARH,CHITTORGARH,30,SC,NAND LAL KHATIK,IND,MALE,SC
446,CHITTORGARH,CHITTORGARH,31,GENW,SHAKUNTLA MALU,BJP,FEMALE,GENW
447,CHITTORGARH,CHITTORGARH,32,GEN,AMANAT ALI,IND,MALE,GEN
448,CHITTORGARH,CHITTORGARH,33,OBC,LAXMAN LAL,BJP,MALE,OBC
449,CHITTORGARH,CHITTORGARH,34,OBC,RAJ KUMAR,INC,MALE,OBC
450,CHITTORGARH,CHITTORGARH,35,OBCW,AMNA BANU,INC,FEMALE,OBCW
451,CHITTORGARH,CHITTORGARH,36,OBC,HEERA,INC,MALE,OBC
452,CHITTORGARH,CHITTORGARH,37,GEN,RAMESH LADDHA,INC,MALE,GEN
453,CHITTORGARH,CHITTORGARH,38,GEN,KAILASH CHANDRA,INC,MALE,GEN
454,CHITTORGARH,CHITTORGARH,39,OBC,ROHITASHAV KUMAR,BJP,MALE,OBC
455,CHITTORGARH,CHITTORGARH,40,GENW,KAILASH KANWAR RAJORA,IND,FEMALE,OBCW
456,CHITTORGARH,NIMBAHERA,1,GENW,KRISHNA,BJP,FEMALE,GENW
457,CHITTORGARH,NIMBAHERA,2,GENW,GEETA KUNWAR,BJP,FEMALE,GENW
458,CHITTORGARH,NIMBAHERA,3,GENW,GEETA VAISHNAV,INC,FEMALE,GENW
459,CHITTORGARH,NIMBAHERA,4,OBCW,SUMITRA SONI,BJP,FEMALE,OBCW
460,CHITTORGARH,NIMBAHERA,5,ST,RADHESHYAM,INC,MALE,ST
461,CHITTORGARH,NIMBAHERA,6,GEN,GOPAL LAL,BJP,MALE,OBC
462,CHITTORGARH,NIMBAHERA,7,OBC,GANPAT,BJP,MALE,OBC
463,CHITTORGARH,NIMBAHERA,8,OBC,SOHAN LAL,BJP,MALE,OBC
464,CHITTORGARH,NIMBAHERA,9,GEN,ABDUL RAHIM,BJP,MALE,GEN
465,CHITTORGARH,NIMBAHERA,10,GEN,GOPAL LAL KUMAWAT,BJP,MALE,OBC
466,CHITTORGARH,NIMBAHERA,11,GEN,PARASMAL,BJP,MALE,GEN
467,CHITTORGARH,NIMBAHERA,12,GENW,RADHA DEVI,BJP,FEMALE,GENW
468,CHITTORGARH,NIMBAHERA,13,GENW,ANURADHA DEVI,INC,FEMALE,GENW
469,CHITTORGARH,NIMBAHERA,14,GENW,RANI,BJP,FEMALE,GENW
470,CHITTORGARH,NIMBAHERA,15,OBCW,SUNITA SONI,BJP,FEMALE,OBCW
471,CHITTORGARH,NIMBAHERA,16,GENW,PARVATI,BJP,FEMALE,GENW
472,CHITTORGARH,NIMBAHERA,17,GEN,YAMEEN KHAN,INC,MALE,GEN
473,CHITTORGARH,NIMBAHERA,18,SC,UDAIRAM,INC,MALE,SC
474,CHITTORGARH,NIMBAHERA,19,SC,RAM CHANDRA,INC,MALE,SC
475,CHITTORGARH,NIMBAHERA,20,GENW,VANDANA JAIN,INC,FEMALE,GENW
476,CHITTORGARH,NIMBAHERA,21,GEN,NITIN,BJP,MALE,GEN
477,CHITTORGARH,NIMBAHERA,22,GEN,SHYAM LAL,BJP,MALE,GEN
478,CHITTORGARH,NIMBAHERA,23,GENW,TARUNA GOKHRU,BJP,FEMALE,GENW
479,CHITTORGARH,NIMBAHERA,24,GEN,MANOHAR LAL,BJP,MALE,GEN
480,CHITTORGARH,NIMBAHERA,25,GEN,VIJAY PRAKASH KABRA,BJP,MALE,GEN
481,CHITTORGARH,NIMBAHERA,26,OBC,HARISHCHANDRA,BJP,MALE,OBC
482,CHITTORGARH,NIMBAHERA,27,SCW,KAMALA BAI BHAMBI,BJP,FEMALE,SCW
483,CHITTORGARH,NIMBAHERA,28,GEN,RAVISHANKAR BAHETI,BJP,MALE,GEN
484,CHITTORGARH,NIMBAHERA,29,GENW,HUDI BAI,INC,FEMALE,OBCW
485,CHITTORGARH,NIMBAHERA,30,OBCW,KAMALESH AHIR,IND,FEMALE,OBCW
486,CHITTORGARH,RAWATBHATA,1,OBCW,VIDYAVATI,BJP,FEMALE,OBCW
487,CHITTORGARH,RAWATBHATA,2,GENW,RIHANA KHAN,INC,FEMALE,GENW
488,CHITTORGARH,RAWATBHATA,3,OBC,HARISH RATHORE,BJP,MALE,OBC
489,CHITTORGARH,RAWATBHATA,4,GEN,BABULAL JAIN,BJP,MALE,GEN
490,CHITTORGARH,RAWATBHATA,5,GEN,MUNNA TIVARI,INC,MALE,GEN
491,CHITTORGARH,RAWATBHATA,6,SCW,RANU,INC,FEMALE,SCW
492,CHITTORGARH,RAWATBHATA,7,SC,PRAKASH CHANDRA,INC,MALE,SC
493,CHITTORGARH,RAWATBHATA,8,GEN,LEKHCHANDRA,IND,MALE,SC
494,CHITTORGARH,RAWATBHATA,9,GENW,UMA,BJP,FEMALE,SCW
495,CHITTORGARH,RAWATBHATA,10,GEN,DHARMANAND,BJP,MALE,GEN
496,CHITTORGARH,RAWATBHATA,11,GENW,KALYANI DEVI,BJP,FEMALE,SCW
497,CHITTORGARH,RAWATBHATA,12,OBC,BHANWAR,INC,MALE,OBC
498,CHITTORGARH,RAWATBHATA,13,SC,RAKESH BATHARA,INC,MALE,SC
499,CHITTORGARH,RAWATBHATA,14,GENW,SUSHAMA,IND,FEMALE,GENW
500,CHITTORGARH,RAWATBHATA,15,ST,MANJU MEENA,BJP,FEMALE,STW
501,CHITTORGARH,RAWATBHATA,16,GEN,BHARTI JOSHI,BJP,FEMALE,GENW
502,CHITTORGARH,RAWATBHATA,17,GENW,MANJU LATA JANGAM,BJP,FEMALE,OBCW
503,CHITTORGARH,RAWATBHATA,18,GEN,BANSHILAL,BJP,MALE,OBC
504,CHITTORGARH,RAWATBHATA,19,OBCW,RESHMI DEVI,INC,FEMALE,OBCW
505,CHITTORGARH,RAWATBHATA,20,GENW,DHANITREE,INC,FEMALE,GENW
506,CHITTORGARH,RAWATBHATA,21,GEN,ANIL,IND,MALE,OBC
507,CHITTORGARH,RAWATBHATA,22,GEN,RAJENDRA SINGH,BJP,MALE,GEN
508,CHITTORGARH,RAWATBHATA,23,GENW,ARCHANA,BJP,FEMALE,GENW
509,CHITTORGARH,RAWATBHATA,24,GENW,DIPIKA,BJP,FEMALE,GENW
510,CHITTORGARH,RAWATBHATA,25,OBC,RAIS AHMAD,IND,MALE,OBC
511,CHURU,CHURU,1,GENW,KAMALA DEVI,BJP,FEMALE,OBCW
512,CHURU,CHURU,2,OBCW,SUMITRA,BJP,FEMALE,OBCW
513,CHURU,CHURU,3,GENW,HUSNA BANO,INC,FEMALE,GENW
514,CHURU,CHURU,4,GENW,CHAMPA DEVI,BJP,FEMALE,OBCW
515,CHURU,CHURU,5,OBC,ASLAM HUSSAN,BJP,MALE,OBC
516,CHURU,CHURU,6,GENW,SUGRA,INC,FEMALE,OBCW
517,CHURU,CHURU,7,GENW,KHATOON,INC,FEMALE,OBCW
518,CHURU,CHURU,8,GENW,RAHESA BANO,INC,FEMALE,GENW
519,CHURU,CHURU,9,GENW,SAHIDAN,INC,FEMALE,OBCW
520,CHURU,CHURU,10,GEN,IMRAN,INC,MALE,OBC
521,CHURU,CHURU,11,GEN,LIKHEMI CHAND PRAJAPAT,BJP,MALE,OBC
522,CHURU,CHURU,12,GEN,LAL MOHAMMED,INC,MALE,GEN
523,CHURU,CHURU,13,GEN,ILAHI BAKHAS,INC,MALE,OBC
524,CHURU,CHURU,14,GEN,NARENDRA,INC,MALE,OBC
525,CHURU,CHURU,15,GENW,SUSHILA,IND,FEMALE,GENW
526,CHURU,CHURU,16,GENW,VIMALA GARHWAL,BJP,FEMALE,OBCW
527,CHURU,CHURU,17,GEN,MOHAMMED ISMILE,BJP,MALE,OBC
528,CHURU,CHURU,18,OBC,SHOKAT ALI,INC,MALE,OBC
529,CHURU,CHURU,19,GENW,KHATUN,BJP,FEMALE,OBCW
530,CHURU,CHURU,20,OBC,JAVED,INC,MALE,OBC
531,CHURU,CHURU,21,GEN,TARA CHAND BANTHIA,INC,MALE,GEN
532,CHURU,CHURU,22,GEN,RAJKUMAR,BJP,MALE,GEN
533,CHURU,CHURU,23,SC,BIMLA DEVI,BJP,FEMALE,SCW
534,CHURU,CHURU,24,OBC,RAKSH PAL SINGH SIHAG ADVOKATE,INC,MALE,OBC
535,CHURU,CHURU,25,GENW,NARBADA,BJP,FEMALE,OBCW
536,CHURU,CHURU,26,GEN,BHAGIRATH PRASAD SAINI,BJP,MALE,OBC
537,CHURU,CHURU,27,OBCW,JARINA,INC,FEMALE,OBCW
538,CHURU,CHURU,28,GENW,MANJU,BJP,FEMALE,GENW
539,CHURU,CHURU,29,GENW,GULSHAN,BJP,FEMALE,OBCW
540,CHURU,CHURU,30,GEN,KHUSHI MOHAMMED,INC,MALE,OBC
541,CHURU,CHURU,31,GEN,ABRAR KHAN,IND,MALE,OBC
542,CHURU,CHURU,32,GEN,VISHAVA NATH GANGIR,BJP,MALE,GEN
543,CHURU,CHURU,33,GENW,CHANDA,BJP,FEMALE,GENW
544,CHURU,CHURU,34,GEN,SHAYAM SUNDER PAREEK,BJP,MALE,GEN
545,CHURU,CHURU,35,OBC,PURUSHOTTAM,BJP,MALE,OBC
546,CHURU,CHURU,36,SCW,JAMANA DEVI,INC,FEMALE,SCW
547,CHURU,CHURU,37,SC,MANISH,INC,MALE,SC
548,CHURU,CHURU,38,SC,SATAYNARAYAN BANKOLIA,INC,MALE,SC
549,CHURU,CHURU,39,SCW,RATNI DEVI,INC,FEMALE,SCW
550,CHURU,CHURU,40,GEN,RAMAVTAR,INC,MALE,OBC
551,CHURU,CHURU,41,OBCW,MAGHI,IND,FEMALE,OBCW
552,CHURU,CHURU,42,GEN,RAVI PRAKASH,INC,MALE,GEN
553,CHURU,CHURU,43,GENW,SAJNA,BJP,FEMALE,GENW
554,CHURU,CHURU,44,GEN,SALIM,INC,MALE,OBC
555,CHURU,CHURU,45,OBCW,DURGA DEVI,BJP,FEMALE,OBCW
556,CHURU,RAJGARH,1,SC,SURAJ BHAN,BSP,MALE,SC
557,CHURU,RAJGARH,2,GENW,BHAGWANI DEVI,IND,FEMALE,OBCW
558,CHURU,RAJGARH,3,OBCW,DHAPA DEVI,BSP,FEMALE,OBCW
559,CHURU,RAJGARH,4,GEN,GYAN PRAKASH MALI,IND,MALE,OBC
560,CHURU,RAJGARH,5,ST,RAJKUMAR,IND,MALE,ST
561,CHURU,RAJGARH,6,GENW,SHARDA,INC,FEMALE,GENW
562,CHURU,RAJGARH,7,GENW,POONAM,INC,FEMALE,GENW
563,CHURU,RAJGARH,8,GEN,AMIN KHAN,INC,MALE,OBC
564,CHURU,RAJGARH,9,OBC,NANNI,INC,FEMALE,OBCW
565,CHURU,RAJGARH,10,GENW,BHAGWATI DEVI BERASIRYA,INC,FEMALE,GENW
566,CHURU,RAJGARH,11,GEN,PAWAN KUMAR,INC,MALE,OBC
567,CHURU,RAJGARH,12,GENW,BATUL BANNO,INC,FEMALE,OBCW
568,CHURU,RAJGARH,13,OBCW,JAMILA BEGEM,INC,FEMALE,OBCW
569,CHURU,RAJGARH,14,OBC,MAHENDAR KUMAR,INC,MALE,OBC
570,CHURU,RAJGARH,15,GENW,SUMITRA DEVI,BSP,FEMALE,GENW
571,CHURU,RAJGARH,16,OBCW,NASIM BANO,INC,FEMALE,OBCW
572,CHURU,RAJGARH,17,GENW,RUKSHANA BAGEM,INC,FEMALE,OBCW
573,CHURU,RAJGARH,18,GEN,AFAJAL ALI,INC,MALE,OBC
574,CHURU,RAJGARH,19,GEN,JAMILA,INC,FEMALE,GENW
575,CHURU,RAJGARH,20,GENW,JATUN,IND,FEMALE,GENW
576,CHURU,RAJGARH,21,SCW,KAMALESH,INC,FEMALE,SCW
577,CHURU,RAJGARH,22,GEN,PRAKASHCHAND,IND,MALE,GEN
578,CHURU,RAJGARH,23,GEN,BATUL,IND,FEMALE,GENW
579,CHURU,RAJGARH,24,GEN,PRADEEP KUMAR,IND,MALE,GEN
580,CHURU,RAJGARH,25,OBC,PROMOD KUMAR,IND,MALE,OBC
581,CHURU,RAJGARH,26,GENW,TARAMANI,IND,FEMALE,GENW
582,CHURU,RAJGARH,27,SCW,VIDYA DEVI,INC,FEMALE,SCW
583,CHURU,RAJGARH,28,SC,OM PRAKASH,IND,MALE,SC
584,CHURU,RAJGARH,29,GEN,SADIK KHAN,INC,MALE,GEN
585,CHURU,RAJGARH,30,SC,RAJENDER KUMAR,BSP,MALE,SC
586,GANAGANAGAR,GANGANAGAR,1,GEN,RAM SHANKAR,IND,MALE,GEN
587,GANAGANAGAR,GANGANAGAR,2,GENW,KUSUM KOSHIK,INC,FEMALE,GENW
588,GANAGANAGAR,GANGANAGAR,3,GENW,YOGITA,BJP,FEMALE,GENW
589,GANAGANAGAR,GANGANAGAR,4,GEN,HARJEET SINGH,IND,MALE,OBC
590,GANAGANAGAR,GANGANAGAR,5,SCW,SUNDER DEVI,IND,FEMALE,SCW
591,GANAGANAGAR,GANGANAGAR,6,GENW,SUNITA,INC,FEMALE,GENW
592,GANAGANAGAR,GANGANAGAR,7,GEN,PREM KUMAR,INC,MALE,SC
593,GANAGANAGAR,GANGANAGAR,8,SC,DALIP KUMAR,INC,MALE,SC
594,GANAGANAGAR,GANGANAGAR,9,GENW,ASHA RANI,IND,FEMALE,GENW
595,GANAGANAGAR,GANGANAGAR,10,GEN,KRISHAN SYAG,INC,MALE,GEN
596,GANAGANAGAR,GANGANAGAR,11,OBC,HIRARAM,IND,MALE,OBC
597,GANAGANAGAR,GANGANAGAR,12,OBCW,SHANTI DEVI,BJP,FEMALE,OBCW
598,GANAGANAGAR,GANGANAGAR,13,GENW,JANKI DEVI,IND,FEMALE,GENW
599,GANAGANAGAR,GANGANAGAR,14,GEN,DHARAM PAL,INC,MALE,GEN
600,GANAGANAGAR,GANGANAGAR,15,SC,RAMESH KUMAR,INC,MALE,SC
601,GANAGANAGAR,GANGANAGAR,16,GEN,JAGDISH RAI,INC,MALE,GEN
