sr_no,district,municipal_board_council_corp,name,ward_no,elected_member_name,elected_member_educ
1235,JALORE,NAGAR PARISHAD,BHINMAL,30,BHAVNA KUMARI,8th
1236,JALORE,NAGAR PARISHAD,BHINMAL,31,MUSHTAQ ALI,10th
1237,JALORE,NAGAR PARISHAD,BHINMAL,32,SAVITA DEVI,GRADUATE
1238,JALORE,NAGAR PARISHAD,BHINMAL,33,CHUNILAL,12th
1239,JALORE,NAGAR PARISHAD,BHINMAL,34,DIMPAL KUMARI,LITERATE
1240,JALORE,NAGAR PARISHAD,BHINMAL,35,GOUTAM KUMAR,12th
1241,JALORE,NAGAR PARISHAD,BHINMAL,36,RIYA DOSHI,GRADUATE
1242,JALORE,NAGAR PARISHAD,BHINMAL,37,SHEELA,GRADUATE
1243,JALORE,NAGAR PARISHAD,BHINMAL,38,PUSHPA DEVI,8th
1244,JALORE,NAGAR PARISHAD,BHINMAL,39,SHANKARLAL MAHESHW ARI,GRADUATE
1245,JALORE,NAGAR PARISHAD,BHINMAL,40,REKHA DEVI,ILLITERA TE
1246,JHUNJHUNU,NAGARP ALIKA,PILANI,1,DINESH,LITERATE
1247,JHUNJHUNU,NAGARP ALIKA,PILANI,2,SUMAN,LITERATE
1248,JHUNJHUNU,NAGARP ALIKA,PILANI,3,VINOD,LITERATE
1249,JHUNJHUNU,NAGARP ALIKA,PILANI,4,SALIM,LITERATE
1250,JHUNJHUNU,NAGARP ALIKA,PILANI,5,MANJU,10th
1251,JHUNJHUNU,NAGARP ALIKA,PILANI,6,VISHAL NAYAK,LITERATE
1252,JHUNJHUNU,NAGARP ALIKA,PILANI,7,KAMALKANT,GRADUATE
1253,JHUNJHUNU,NAGARP ALIKA,PILANI,8,PUNIT,POST GRADUATION
1254,JHUNJHUNU,NAGARP ALIKA,PILANI,9,VIKRAM ROHILA,POST GRADUATION
1255,JHUNJHUNU,NAGARP ALIKA,PILANI,10,PANKAJ BHOMIYA,GRADUATE
1256,JHUNJHUNU,NAGARP ALIKA,PILANI,11,VINOD KUMAR,12th
1257,JHUNJHUNU,NAGARP ALIKA,PILANI,12,KISHANLAL,LITERATE
1258,JHUNJHUNU,NAGARP ALIKA,PILANI,13,SARITA,LITERATE
1259,JHUNJHUNU,NAGARP ALIKA,PILANI,14,MANOJ KUMAR,LITERATE
1260,JHUNJHUNU,NAGARP ALIKA,PILANI,15,HIRALAL,PRIMARY
1261,JHUNJHUNU,NAGARP ALIKA,PILANI,16,PARDEEP KUMAR CHOTIYA,GRADUATE
1262,JHUNJHUNU,NAGARP ALIKA,PILANI,17,POONAM,LITERATE
1263,JHUNJHUNU,NAGARP ALIKA,PILANI,18,ASHOK KUMAR,10th
1264,JHUNJHUNU,NAGARP ALIKA,PILANI,19,RAJKUMAR,12th
1265,JHUNJHUNU,NAGARP ALIKA,PILANI,20,DIPIKA,GRADUATE
1266,JHUNJHUNU,NAGARP ALIKA,PILANI,21,RAJESH KUMAR,GRADUATE
1267,JHUNJHUNU,NAGARP ALIKA,PILANI,22,VIKASH JAKHODIYA,10th
1268,JHUNJHUNU,NAGARP ALIKA,PILANI,23,MAHAVIR,12th
1269,JHUNJHUNU,NAGARP ALIKA,PILANI,24,DR HARI SINGH SANKHALA,MBBS
1270,JHUNJHUNU,NAGARP ALIKA,PILANI,25,MAINA,LITERATE
1271,JHUNJHUNU,NAGARP ALIKA,PILANI,26,SAROJ,8th
1272,JHUNJHUNU,NAGARP ALIKA,PILANI,27,OMPARKASH,10th
1273,JHUNJHUNU,NAGARP ALIKA,PILANI,28,CHANDAN,LITERATE
1274,JHUNJHUNU,NAGARP ALIKA,PILANI,29,DEVENDAR SIHAG,GRADUATE
1275,JHUNJHUNU,NAGARP ALIKA,PILANI,30,SANDEEP KUMAR,12th
1276,JHUNJHUNU,NAGARP ALIKA,PILANI,31,DHARMENDAR NEHRA,10th
1277,JHUNJHUNU,NAGARP ALIKA,PILANI,32,TARACHAND,10th
1278,JHUNJHUNU,NAGARP ALIKA,PILANI,33,SARITA NAYAK,POST GRADUATION
1279,JHUNJHUNU,NAGARP ALIKA,PILANI,34,BHAGWATI PARSHAD,LITERATE
1280,JHUNJHUNU,NAGARP ALIKA,PILANI,35,KRISHANA,LITERATE
1281,JHUNJHUNU,NAGARP ALIKA,BISAAU,1,KHUSHI MOHAMMAD,LITERATE
1282,JHUNJHUNU,NAGARP ALIKA,BISAAU,2,MO. HASEEM KHATRI,GRADUATE
1283,JHUNJHUNU,NAGARP ALIKA,BISAAU,3,AKBAR KHAN,8TH
1284,JHUNJHUNU,NAGARP ALIKA,BISAAU,4,RABIYA,LITERATE
1285,JHUNJHUNU,NAGARP ALIKA,BISAAU,5,JULEKHA BANO,10th
1286,JHUNJHUNU,NAGARP ALIKA,BISAAU,6,MOHAMMAD SALIM,LITERATE
1287,JHUNJHUNU,NAGARP ALIKA,BISAAU,7,MOHAMMAD ILIY AS,10th
1288,JHUNJHUNU,NAGARP ALIKA,BISAAU,8,HARUN KHARTI,10th
1289,JHUNJHUNU,NAGARP ALIKA,BISAAU,9,RAMGOPAL,LITERATE
1290,JHUNJHUNU,NAGARP ALIKA,BISAAU,10,SHARW AN KUMAR,10th
1291,JHUNJHUNU,NAGARP ALIKA,BISAAU,11,LALITA JAKHODIYA,POST GRADUATION
1292,JHUNJHUNU,NAGARP ALIKA,BISAAU,12,MUSTAQ ALI,12th
1293,JHUNJHUNU,NAGARP ALIKA,BISAAU,13,MANOJ DEVI,LITERATE
1294,JHUNJHUNU,NAGARP ALIKA,BISAAU,14,RAMAVTAR,LITERATE
1295,JHUNJHUNU,NAGARP ALIKA,BISAAU,15,YUSUF ALI,GRADUATE
1296,JHUNJHUNU,NAGARP ALIKA,BISAAU,16,NASREEN,LITERATE
1297,JHUNJHUNU,NAGARP ALIKA,BISAAU,17,SUMAN DEVI,LITERATE
1298,JHUNJHUNU,NAGARP ALIKA,BISAAU,18,SULOCHANA,LITERATE
1299,JHUNJHUNU,NAGARP ALIKA,BISAAU,19,MANJU,LITERATE
1300,JHUNJHUNU,NAGARP ALIKA,BISAAU,20,DR. KAMALA,POST GRADUATION
1301,JHUNJHUNU,NAGARP ALIKA,BISAAU,21,MOHMMAD SADIQ,12th
1302,JHUNJHUNU,NAGARP ALIKA,BISAAU,22,NEMICHAND,LITERATE
1303,JHUNJHUNU,NAGARP ALIKA,BISAAU,23,ABDUL KAREEM,LITERATE
1304,JHUNJHUNU,NAGARP ALIKA,BISAAU,24,MO. SAVEER,LITERATE
1305,JHUNJHUNU,NAGARP ALIKA,BISAAU,25,PARMESHWAR LAL PRAJAPATI,10th
1306,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,1,NA VEEN KUMAR,8th
1307,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,2,ISHAK,LITERATE
1308,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,3,NAJIMA,LITERATE
1309,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,4,SHIVANGI,POST GRADUATION
1310,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,5,SUNITA REWAR,Phd
1311,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,6,BATULLA,ILLITERA TE
1312,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,7,SARDA,GRADUATE
1313,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,8,SUMAN,POST GRADUATION
1314,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,9,RENU JHAJHARIA,M.phil
1315,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,10,SUMAN JANU,10th
1316,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,11,MANJU DEVI,POST GRADUATION
1317,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,12,PRAMOD BUDANIA,10th
1318,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,13,PREM SINGH,12th
1319,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,14,RAKESH KUMAR,POST GRADUATION
1320,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,15,NEELAM,POST GRADUATION
1321,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,16,HEENA KOSHAR,LITERATE
1322,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,17,SAKIRA,LITERATE
1323,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,18,ADNAN,GRADUATE
1324,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,19,SABINA,LITERATE
1325,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,20,BHANWAR ALI,LITERATE
1326,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,21,POOJA,LITERATE
1327,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,22,ASHOK,12th
1328,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,23,DHARMA DEVI,LITERATE
1329,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,24,ANITA AGARWAL,10th
1330,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,25,SURAJ,GRADUATE
1331,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,26,SAJJID HUSSAIN,10th
1332,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,27,YUNUS ALI,GRADUATE
1333,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,28,KUSUMLATA,POST GRADUATION
1334,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,29,SAVITA,10th
1335,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,30,AJMAT ALI,LITERATE
1336,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,31,RAJ KUMAR,10th
1337,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,32,MUMTAJ,6th
1338,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,33,MO.SAJID,10th
1339,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,34,JUBEDA,LITERATE
1340,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,35,ABIDA BANO KHOKHAR,LITERATE
1341,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,36,MAHRAJ BANO,10th
1342,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,37,BASARA,LITERATE
1343,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,38,PINKI,GRADUATE
1344,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,39,SHIKHA SHARMA,10th
1345,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,40,NAGAMA BANO,10th
1346,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,41,ABDULLA GULAM NABI,GRADUATE
1347,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,42,SHABNAZ,LITERATE
1348,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,43,SUMAN,GRADUATE
1349,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,44,MAKBUL HUSAIN,POST GRADUATION
1350,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,45,RUKIYA BANO,LITERATE
1351,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,46,SANDEEP HARIJAN,POST GRADUATION
1352,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,47,SANJAY PAREEK,GRADUATE
1353,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,48,MANOJ KUMAR SAINI,LITERATE
1354,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,49,TARACHAND SAINI,8th
1355,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,50,VINOD KUMAR JANGID,8th
1356,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,51,BUDHRAM,8th
1357,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,52,NEETU,MA B.ED
1358,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,53,VIJAY KUMAR SAINI,12th
1359,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,54,CHANDRA PRAKASH SUKLA,"B.A,Bed"
1360,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,55,SOKAT ALI,ILLITERA TE
1361,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,56,SITA RAM,POST GRADUATION
1362,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,57,HINA BANO,LITERATE
1363,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,58,ABDUL JABAR,7th
1364,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,59,SABNAM BANO,LITERATE
1365,JHUNJHUNU,NAGARPARISHAD,JHUNJHUNU,60,KRISHAN KUMAR MAHALA,MA B.ED
1366,JODHPUR,NAGAR PALIKA,PHALODI,1,HEENA,10th
1367,JODHPUR,NAGAR PALIKA,PHALODI,2,ARUN KUMAR MEGHWAL,POST GRADUATION
1368,JODHPUR,NAGAR PALIKA,PHALODI,3,MOHAMMAD SALEEM,10th
1369,JODHPUR,NAGAR PALIKA,PHALODI,4,REHANA BANO,10th
1370,JODHPUR,NAGAR PALIKA,PHALODI,5,UMA,10th
1371,JODHPUR,NAGAR PALIKA,PHALODI,6,PRADEEP KUMAR,10th
1372,JODHPUR,NAGAR PALIKA,PHALODI,7,ROMI DEVI,10th
1373,JODHPUR,NAGAR PALIKA,PHALODI,8,PANNA LAL,12th
1374,JODHPUR,NAGAR PALIKA,PHALODI,9,ASHOK,12th
1375,JODHPUR,NAGAR PALIKA,PHALODI,10,MUKESH,GRADUATE
1376,JODHPUR,NAGAR PALIKA,PHALODI,11,RINKITA JAIN,10th
1377,JODHPUR,NAGAR PALIKA,PHALODI,12,YASHPAL,GRADUATE
1378,JODHPUR,NAGAR PALIKA,PHALODI,13,SATYANARAYAN PUROHIT,POST GRADUATION
1379,JODHPUR,NAGAR PALIKA,PHALODI,14,MANISHA,GRADUATE
1380,JODHPUR,NAGAR PALIKA,PHALODI,15,URMILA,POST GRADUATION
1381,JODHPUR,NAGAR PALIKA,PHALODI,16,REKHA,10th
1382,JODHPUR,NAGAR PALIKA,PHALODI,17,MURLI MANOHAR,GRADUATE
1383,JODHPUR,NAGAR PALIKA,PHALODI,18,CHATURBHUJ,12th
1384,JODHPUR,NAGAR PALIKA,PHALODI,19,DEENDAYAL,12th
1385,JODHPUR,NAGAR PALIKA,PHALODI,20,LILADHAR KANOJIY A,12th
1386,JODHPUR,NAGAR PALIKA,PHALODI,21,RAMESH,GRADUATE
1387,JODHPUR,NAGAR PALIKA,PHALODI,22,GARIMA,POST GRADUATION
1388,JODHPUR,NAGAR PALIKA,PHALODI,23,MANJU,10th
1389,JODHPUR,NAGAR PALIKA,PHALODI,24,ANAMIKA,10th
1390,JODHPUR,NAGAR PALIKA,PHALODI,25,OM PRAKASH,10th
1391,JODHPUR,NAGAR PALIKA,PHALODI,26,SHRIKANTA,10th
1392,JODHPUR,NAGAR PALIKA,PHALODI,27,PANNA LAL,10th
1393,JODHPUR,NAGAR PALIKA,PHALODI,28,BISMILLA,10th
1394,JODHPUR,NAGAR PALIKA,PHALODI,29,BISMILLAH,LITERATE
1395,JODHPUR,NAGAR PALIKA,PHALODI,30,REKHA,10th
1396,JODHPUR,NAGAR PALIKA,PHALODI,31,KUNJ BIHARI BOHRA,POST GRADUATION
1397,JODHPUR,NAGAR PALIKA,PHALODI,32,NARENDRA SINGH,12th
1398,JODHPUR,NAGAR PALIKA,PHALODI,33,GOPAL SINGH,12th
1399,JODHPUR,NAGAR PALIKA,PHALODI,34,KAILASH,GRADUATE
1400,JODHPUR,NAGAR PALIKA,PHALODI,35,CHHOTULAL,12th
1401,JODHPUR,NAGAR PALIKA,PHALODI,36,MOHAMMAD ABID KHILJI,GRADUATE
1402,JODHPUR,NAGAR PALIKA,PHALODI,37,MUKESH KUMAR,10th
1403,JODHPUR,NAGAR PALIKA,PHALODI,38,DHEERAJ,GRADUATE
1404,JODHPUR,NAGAR PALIKA,PHALODI,39,SUWA DEVI,10th
1405,JODHPUR,NAGAR PALIKA,PHALODI,40,MUKESH KUMAR,10th
1406,KOTA,MUNICIP ALITY,KAITHOON,1,SANDIP KUMAR,8TH
1407,KOTA,MUNICIP ALITY,KAITHOON,2,SAJID,GRADUATE
1408,KOTA,MUNICIP ALITY,KAITHOON,3,SHAFIKAN,POST GRADUATION
1409,KOTA,MUNICIP ALITY,KAITHOON,4,JAFAR HUSAIN,B.SC 1ST YEAR
1410,KOTA,MUNICIP ALITY,KAITHOON,5,FARJANA BANO,10th
1411,KOTA,MUNICIP ALITY,KAITHOON,6,SHAKIRA BANO,10th
1412,KOTA,MUNICIP ALITY,KAITHOON,7,AHSAN ALI,7th
1413,KOTA,MUNICIP ALITY,KAITHOON,8,SHAMIM,8TH
1414,KOTA,MUNICIP ALITY,KAITHOON,9,MOHAMMAD NIZAM,5TH
1415,KOTA,MUNICIP ALITY,KAITHOON,10,GAYATRI,BA 2ND
1416,KOTA,MUNICIP ALITY,KAITHOON,11,HARI OM,BE
1417,KOTA,MUNICIP ALITY,KAITHOON,12,RAJ KUMAR,BA 1ST
1418,KOTA,MUNICIP ALITY,KAITHOON,13,JIY ABURRAHMAN,7th
1419,KOTA,MUNICIP ALITY,KAITHOON,14,TASLEEM BANO,8TH
1420,KOTA,MUNICIP ALITY,KAITHOON,15,MASOOD ALI ANSARI,GRADUATE
1421,KOTA,MUNICIP ALITY,KAITHOON,16,BHEEM,12th
1422,KOTA,MUNICIP ALITY,KAITHOON,17,RAKESH MUKAR,7th
1423,KOTA,MUNICIP ALITY,KAITHOON,18,SHAKILA BANO,7th
1424,KOTA,MUNICIP ALITY,KAITHOON,19,AAINA MAHAK,LLM
1425,KOTA,MUNICIP ALITY,KAITHOON,20,INSAF ALI,6TH
1426,KOTA,MUNICIP ALITY,KAITHOON,21,PAYAL PANWAR,M. TECH. 1ST
1427,KOTA,MUNICIP ALITY,KAITHOON,22,MOHAMMAD IRSHAD,BA BED
1428,KOTA,MUNICIP ALITY,KAITHOON,23,ABDUL KALIM,8TH
1429,KOTA,MUNICIP ALITY,KAITHOON,24,HALIMA BANO,LITERATE
1430,KOTA,MUNICIP ALITY,KAITHOON,25,ZAMIL AHMAD,10th
1431,KOTA,MUNICIP ALITY,SANGOD,1,Dinesh Kumar,12th
1432,KOTA,MUNICIP ALITY,SANGOD,2,Rahat Begam,10th
1433,KOTA,MUNICIP ALITY,SANGOD,3,Raisa Begam,ILLITERA TE
1434,KOTA,MUNICIP ALITY,SANGOD,4,Nisha Soni,GRADUATE
1435,KOTA,MUNICIP ALITY,SANGOD,5,Fayyaj Beg,10th
1436,KOTA,MUNICIP ALITY,SANGOD,6,RAJENDRA KUMAR GEHLOT,GRADUATE
1437,KOTA,MUNICIP ALITY,SANGOD,7,Dilip Kumar,8th
1438,KOTA,MUNICIP ALITY,SANGOD,8,Alka Gupta,GRADUATE
1439,KOTA,MUNICIP ALITY,SANGOD,9,Kanhaiya Lal,8th
1440,KOTA,MUNICIP ALITY,SANGOD,10,Govind Suman,10th
1441,KOTA,MUNICIP ALITY,SANGOD,11,Niranjan Kumar,10th
1442,KOTA,MUNICIP ALITY,SANGOD,12,Jinnat Bano,ILLITERA TE
1443,KOTA,MUNICIP ALITY,SANGOD,13,Mohsina,5th
1444,KOTA,MUNICIP ALITY,SANGOD,14,Omprakash,9th
1445,KOTA,MUNICIP ALITY,SANGOD,15,VIPIN KUMAR,GRADUATE
1446,KOTA,MUNICIP ALITY,SANGOD,16,Ramavtar,POST GRADUATION
1447,KOTA,MUNICIP ALITY,SANGOD,17,Shiv Shankar,9th
1448,KOTA,MUNICIP ALITY,SANGOD,18,Praveen Kumar,LITERATE
1449,KOTA,MUNICIP ALITY,SANGOD,19,Heeralal,7th
1450,KOTA,MUNICIP ALITY,SANGOD,20,Jitendra,12th
1451,KOTA,MUNICIP ALITY,SANGOD,21,Pooja Jeliya,10th
1452,KOTA,MUNICIP ALITY,SANGOD,22,Krishan Kumar,10th
1453,KOTA,MUNICIP ALITY,SANGOD,23,Mahendra kumar,12th
1454,KOTA,MUNICIP ALITY,SANGOD,24,Rupchand,8th
1455,KOTA,MUNICIP ALITY,SANGOD,25,Kavita Suman,POST GRADUATION
1456,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,1,RABBAN AHAMAD,LITERATE
1457,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,2,MANOJ KUMAR KHATI,GRADUATE
1458,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,3,SUSHILA KANWAR,10th
1459,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,4,YASHODA DEVI,LITERATE
1460,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,5,GOVIND LAL,LITERATE
1461,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,6,ISHWAR LAL,10th
1462,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,7,NAVRATAN MAL,10th
1463,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,8,PHOOL,GRADUATE
1464,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,9,ABDUL SATTAR,LITERATE
1465,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,10,MEHNDI HASAN,8th
1466,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,11,VINOD KUMAR SOLANKI,GRADUATE
1467,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,12,CHUNNILAL SANKHALA,8th
1468,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,13,SHOKAT ALI,LITERATE
1469,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,14,RUBEENA BANO',LITERATE
1470,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,15,SABNAM BANO,LITERATE
1471,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,16,DEVI SINGH BIKA,GRADUATE
1472,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,17,SHABANA,LITERATE
1473,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,18,RUKHASANA BANO,LITERATE
1474,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,19,ISALAMUDIN,5th
1475,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,20,MOHAMMAD ASALAM,LITERATE
1476,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,21,MO. ADIL,12th
1477,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,22,NAJMA BEGUM,LITERATE
1478,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,23,SHAHIDA,LITERATE
1479,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,24,SHAHIDA BEGUM,LITERATE
1480,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,25,NIYAJ MOHAMMAD,LITERATE
1481,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,26,MAHESH KUMAR,10th
1482,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,27,SHAHNA W AZ,5th
1483,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,28,FAROOQ AHAMAD,LITERATE
1484,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,29,ABDUL HALEEM,10th
1485,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,30,SHAHNAAJ BUGUM,LITERATE
1486,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,31,MUMTAJ BANO,LITERATE
1487,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,32,SAMREEN,GRADUATE
1488,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,33,AJIT SINGH,10th
1489,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,34,SHAKTI SINGH,12th
1490,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,35,FARUQ AHAMAD,LITERATE
1491,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,36,FARUQ AHAMAD,LITERATE
1492,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,37,PARVEEN BEGUM,LITERATE
1493,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,38,IPHTEKHARUDDIN,LITERATE
1494,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,39,MO. IRSHAD,10th
1495,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,40,JAIBA KOUSAR,10th
1496,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,41,JAYADA,LITERATE
1497,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,42,MO. IQBAL,LITERATE
1498,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,43,SIRAJUDDIN,10th
1499,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,44,NIRMA,10th
1500,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,45,NASEEM,10th
1501,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,46,SADDAM HUSAIN,10th
1502,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,47,ABDUL AZIZ,LITERATE
1503,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,48,MOHAMMAD KHALIQ,8th
1504,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,49,HAJI ABDUL SALAM BHATI,10th
1505,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,50,HAJJAN JUBEDA,LITERATE
1506,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,51,MOHAMMAD MADANI,10th
1507,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,52,ABDUL KAYUM,8th
1508,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,53,MOHAMMAD AFJAL,LITERATE
1509,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,54,MUNIFA BEGUM,LITERATE
1510,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,55,SHANTI DEVI,LITERATE
1511,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,1,NANDU SHREE PANWAR,12th
1512,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,2,GULSHER KHA,12th
1513,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,3,BABU KHAN,GRADUATE
1514,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,4,IRFAN,10th
1515,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,5,MO. IMRAN,9th
1516,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,6,GANGA DEVI,10th
1517,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,7,MUNNI DEVI,ILLITERA TE
1518,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,8,VIMALA,8th
1519,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,9,GULSHAN BANO,LITERATE
1520,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,10,IDRISH KHAN,9th
1521,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,11,NAFEESHA BANO,LITERATE
1522,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,12,MO. YUNUS,10th
1523,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,13,MEERA DEVI,LITERATE
1524,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,14,NITESH KUMAR,POST GRADUATION
1525,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,15,RACHNA,10th
1526,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,16,UMMED HASAN KHAN,10th
1527,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,17,ABDUL NASIR,GRADUATE
1528,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,18,FEMIDA,LITERATE
1529,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,19,SAYAD JUBER ALI,9th
1530,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,20,SHARW AN KUMAR MEGHWAL,LITERATE
1531,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,21,INDRA,12th
