ElectionType,ElectionDuration,District,PanchayatSamiti,SrNo,NameOfGramPanchyat,CategoryOfGramPanchyat,TotalNoOfContestingCandidate,ElectedUnoppose,TotalElectorateVotes,TotalPolledVotes,RejectedVotes,TotalValidVotes,PollPercent,WinnerCandidateName,ViewPledge,VoteSecureByWinner,RunnerupCandidateName,VoteSecureByRunnerup,TotalNoOfNOTACount,TenderedVotes
General Election,SEP-OCT 2020,JHUNJHUNU,MANDAWA PANCHAYAT SAMITI,15,MOJAWAS,SC,3,NO,3222,2490,0,2490,77.28,MUKESH KUMAR,https://sec.rajasthan.gov.in/Nominations/350_SARPANCH_DEOJHUN1_2K24K202212P40P25PM.pdf,1107,MAMTA,691,25,1
General Election,SEP-OCT 2020,JHUNJHUNU,MANDAWA PANCHAYAT SAMITI,16,NUA,General (Woman),3,NO,6668,5331,0,5331,79.95,NABID BANO,https://sec.rajasthan.gov.in/Nominations/350_SARPANCH_DEOJHUN1_2K24K202212P36P18PM.pdf,1985,SHIMLA DEVI,1717,42,0
General Election,SEP-OCT 2020,JHUNJHUNU,MANDAWA PANCHAYAT SAMITI,17,PATODA,General,6,NO,3033,2500,0,2500,82.43,RAJPAL SAINI,https://sec.rajasthan.gov.in/Nominations/350_SARPANCH_DEOJHUN1_2K24K202212P36P46PM.pdf,918,PRATAP SINGH,803,11,0
General Election,SEP-OCT 2020,JHUNJHUNU,MANDAWA PANCHAYAT SAMITI,18,PILANI KHURD,General (Woman),2,NO,3200,2591,0,2591,80.97,MOHANI,https://sec.rajasthan.gov.in/Nominations/350_SARPANCH_DEOJHUN1_2K24K202212P37P32PM.pdf,1824,MOHANI DEVI,739,28,0
General Election,SEP-OCT 2020,JHUNJHUNU,MANDAWA PANCHAYAT SAMITI,19,SHEKHSAR,OBC,3,NO,3338,2808,0,2808,84.12,SHARMILA,https://sec.rajasthan.gov.in/Nominations/350_SARPANCH_DEOJHUN1_2K24K202212P38P06PM.pdf,1028,SURENDRA SINGH,1025,9,0
General Election,SEP-OCT 2020,JHUNJHUNU,MANDAWA PANCHAYAT SAMITI,20,SIGRA,General (Woman),6,NO,2990,2576,0,2576,86.15,SAVITA,https://sec.rajasthan.gov.in/Nominations/350_SARPANCH_DEOJHUN1_2K24K202212P10P22PM.pdf,1235,ANITA BHASKAR,1227,24,0
General Election,SEP-OCT 2020,JHUNJHUNU,MANDAWA PANCHAYAT SAMITI,21,SIRIYASAR KALAN,General (Woman),5,NO,4012,3231,0,3231,80.53,MUBARIK BANO,https://sec.rajasthan.gov.in/Nominations/350_SARPANCH_DEOJHUN1_2K24K202212P38P26PM.pdf,1111,SUVATI DEVI,1097,60,0
General Election,SEP-OCT 2020,JHUNJHUNU,MANDAWA PANCHAYAT SAMITI,22,TAI,General (Woman),8,NO,4331,3242,0,3242,74.86,SAMERA BANO,https://sec.rajasthan.gov.in/Nominations/350_SARPANCH_DEOJHUN1_2K24K202212P38P49PM.pdf,1582,DHOLAT BANO,912,38,0
General Election,SEP-OCT 2020,JHUNJHUNU,MANDAWA PANCHAYAT SAMITI,23,TETRA,SC (Woman),3,NO,3157,2458,0,2458,77.86,SAVITRI DEVI,https://sec.rajasthan.gov.in/Nominations/350_SARPANCH_DEOJHUN1_2K24K202212P10P48PM.pdf,1185,SANJU DEVI,1013,27,0
General Election,SEP-OCT 2020,JHUNJHUNU,MANDAWA PANCHAYAT SAMITI,24,TOLIYASAR,ST,2,NO,2216,1646,0,1646,74.28,JAGDISH,https://sec.rajasthan.gov.in/Nominations/350_SARPANCH_DEOJHUN1_2K24K202212P41P08PM.pdf,1067,RUKMANI,554,25,0
General Election,SEP-OCT 2020,JHUNJHUNU,MANDAWA PANCHAYAT SAMITI,25,WAHIDPURA,General,2,NO,3794,3077,0,3077,81.1,KESHRI,https://sec.rajasthan.gov.in/Nominations/350_SARPANCH_DEOJHUN1_2K24K202212P11P26PM.pdf,1697,KALPNA,1353,27,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,1,BARANSAR,General,5,NO,1714,1612,0,1612,94.05,HARU KANWAR,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P50P44PM.pdf,405,PURKHA RAM,376,21,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,2,BASANPIR,OBC (Woman),1,YES,1740,0,0,0,0.0,JAMIYAT,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P51P04PM.pdf,0,nan,0,0,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,3,BHU,General (Woman),2,NO,1537,1458,0,1458,94.86,RAYANA,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P51P19PM.pdf,845,SARITA,613,0,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,4,CHANDAN,General (Woman),4,NO,2813,2572,0,2572,91.43,JAY KANWAR,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P51P44PM.pdf,982,MEENA KANWAR,906,16,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,5,CHHOD,SC,2,NO,1166,1075,0,1075,92.2,SHANTI DEVI,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P54P25PM.pdf,583,ACHALA RAM,492,0,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,6,DABLA,General,3,NO,1850,1744,0,1744,94.27,Dan Singh,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P52P21PM.pdf,627,Kishan Singh,622,16,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,7,DARBARI KA GANV,SC (Woman),11,NO,1323,1233,0,1233,93.2,Katudevi,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P55P25PM.pdf,474,Shilpa,289,8,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,8,DEDHA,General,2,NO,1543,1442,0,1442,93.45,BHAGWAN SINGH,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P54P47PM.pdf,979,MEER MOHAMMAD,463,0,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,9,DHAYSAR,General (Woman),2,NO,1944,1848,0,1848,95.06,BIDAMA,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K20221P45P42PM.pdf,935,MISHRA,913,0,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,10,HAMIRA,General,4,NO,1580,1441,0,1441,91.2,Tulch singh,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P52P49PM.pdf,799,Jethu Singh,562,0,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,11,JHABRA,SC (Woman),3,NO,2161,1940,0,1940,89.77,Kunta Devi,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K20221P11P58PM.pdf,1183,Geeta,747,0,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,12,KITA,General (Woman),4,NO,2299,2072,0,2072,90.13,SHYAM KANWAR,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P53P07PM.pdf,952,GEETA KANWAR,651,24,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,13,Moolsagar,ST,2,NO,967,913,0,913,94.42,KHETA RAM,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P54P59PM.pdf,553,MUKESH KUMAR,360,0,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,14,PAREVER,OBC,3,NO,2074,1776,0,1776,85.63,Baburam,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P53P19PM.pdf,910,Deu Ram,821,12,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,15,PITHALA,SC (Woman),1,YES,1641,0,0,0,0.0,SURBHIRAJ,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P53P36PM.pdf,0,nan,0,0,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,16,RIDWA,SC,2,NO,1423,1282,0,1282,90.09,Bhupendra,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P55P40PM.pdf,720,Jetharam,562,0,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,17,RUPSI,General,9,NO,1861,1735,0,1735,93.23,Swaroop singh,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P53P47PM.pdf,646,Dilip Singh,524,9,0
General Election,SEP-OCT 2020,JAISALMER,JAISALMER PANCHAYAT SAMITI,18,SODHAKOUR,OBC,3,NO,2409,2151,0,2151,89.29,Sua kanwar,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K16K202212P54P11PM.pdf,1183,Narpatram,935,0,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,1,AKOLI,OBC (Woman),2,NO,3180,2831,0,2831,89.03,AMKU,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202211P11P14AM.pdf,1573,KANKA,1219,39,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,2,BHATKI,General,1,YES,3469,0,0,0,0.0,SEDHA RAM,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202212P02P20PM.pdf,0,nan,0,0,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,3,BHIMGUDA,General (Woman),4,NO,4972,4587,0,4587,92.26,PARVATI DEVI,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202211P10P13AM.pdf,1800,TULSI DEVI,1429,22,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,4,CHITALVANA,General,2,NO,5665,4693,0,4693,82.84,PREMA VISHNOI,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202212P18P11PM.pdf,2450,MANOJ KUMAR,2169,74,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,5,Daukiyon v sahu ki dhani,SC (Woman),4,NO,3438,2797,0,2797,81.36,GEETA DEVI,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202212P15P09PM.pdf,1224,UGAM,848,38,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,6,DAVAL,General,4,NO,2932,2716,0,2716,92.63,MAMTA VISHNOI,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202210P16P01AM.pdf,1326,AADU LAL,740,14,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,7,DEVDA,ST,6,NO,5604,3816,0,3816,68.09,MAFI DEVI,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202210P17P16AM.pdf,1237,BHANVRA RAM,923,14,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,8,DUNGRI,General (Woman),3,NO,5081,4646,0,4646,91.44,CHENI,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202211P12P41AM.pdf,1589,INDIRA,1501,66,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,9,GOMI,General (Woman),4,NO,4240,3773,0,3773,88.99,MORI DEVI,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202210P36P12AM.pdf,1607,MEERA,1344,38,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,10,GUDAHEMA,General,1,YES,3711,0,0,0,0.0,MAHADEV PURI,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202212P20P19PM.pdf,0,nan,0,0,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,11,HADECHA,OBC,4,NO,6248,4736,0,4736,75.8,GHANSHAM,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202211P13P48AM.pdf,1688,KAILASH PURI,1462,69,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,12,ITADA,General (Woman),6,NO,5170,4361,0,4361,84.35,KAILASH DEVI,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202211P08P43AM.pdf,1147,SAMPAT KANWAR,948,53,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,13,JANVI,OBC (Woman),3,NO,3589,3202,0,3202,89.22,DALU,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202211P16P20AM.pdf,1254,VIMLA DEVI,1052,55,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,14,JHAB,General (Woman),9,NO,4326,3169,0,3169,73.25,FOOL KANWAR,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202210P37P53AM.pdf,874,MAYA DEVI,627,55,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,15,KACHHLA,OBC,4,NO,4174,3740,0,3740,89.6,BHAKHRARAM,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202211P22P28AM.pdf,1496,GOMTI,1256,41,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,16,KERIYA,General,4,NO,4380,3831,0,3831,87.47,LAD KANWAR,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202210P43P15AM.pdf,1379,RESHAM KUMARI CHAUHAN,1067,39,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,17,Khasarvi,SC,3,NO,3110,2659,0,2659,85.5,TIKMA RAM,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202210P19P41AM.pdf,1224,BHEEKHA,1139,56,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,18,Khirodi,General,1,YES,2971,0,0,0,0.0,KHANGARA RAM,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202210P42P06AM.pdf,0,nan,0,0,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,19,Meghawa,SC (Woman),4,NO,3403,2756,0,2756,80.99,LUNGA,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202211P20P04AM.pdf,1124,INDRA DEVI,922,38,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,20,NIMBAU,OBC,5,NO,4305,3742,0,3742,86.92,PRAKASH KUMAR,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202211P21P16AM.pdf,1608,KANTI LAL,741,99,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,21,PERAVA,General (Woman),3,NO,4833,4328,0,4328,89.55,SUA,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202212P22P08PM.pdf,2038,PARAS KANWAR,1279,66,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,22,Rampura (B),SC,2,NO,2244,1770,0,1770,78.88,RAVTA RAM,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202210P35P10AM.pdf,985,MANJU DEVI,736,49,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,23,RANODER,OBC (Woman),5,NO,4330,3873,0,3873,89.45,PYARI DEVI,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202212P01P28PM.pdf,1866,PANCHU DEVI,1228,34,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,24,SANGADAWA,General (Woman),2,NO,1600,1497,0,1497,93.56,JHAMKU,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202211P15P07AM.pdf,1076,JETI,409,12,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,25,SIVADA,General (Woman),2,NO,5926,5292,0,5292,89.3,FULI DEVI,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202212P17P09PM.pdf,3392,AMRTI DEVI,1850,50,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,26,SUTHDI,OBC (Woman),2,NO,2725,2624,0,2624,96.29,MARIYAT,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202211P59P57AM.pdf,1376,LAXMI,1228,20,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,27,TANPI,General,3,NO,5373,4770,0,4770,88.78,MAFA RAM,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202210P18P19AM.pdf,3403,NARSI RAM,1231,89,0
General Election,SEP-OCT 2020,JALORE,CHITALWANA PANCHAYAT SAMITI,28,VIRAVA,General (Woman),4,NO,2838,2610,0,2610,91.97,KAMLA DEVI,https://sec.rajasthan.gov.in/Nominations/141_SARPANCH_DEOJALO1_3K3K202211P58P23AM.pdf,1209,PARMESHWARI,542,20,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,1,AAKELI A,General,4,NO,3807,3425,0,3425,89.97,ASHOK GOLIYA,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_3K3K20223P40P28PM.pdf,1735,KAILASH CHAND SEWLIYA,1168,17,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,2,BADGAON,General (Woman),3,NO,3977,3489,0,3489,87.73,SAMU DEVI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P45P30PM.pdf,1527,SITA DEVI,1024,45,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,3,BASNI SEJA,General (Woman),7,NO,2616,2231,0,2231,85.28,BABOORI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P50P18PM.pdf,1393,KAILAKI,207,8,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,4,BATIYON KI DHANI,General (Woman),2,NO,1057,1014,0,1014,95.93,PARMA DEVI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_3K3K20223P41P21PM.pdf,520,RENU KANWAR,482,12,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,5,Beetan,OBC,4,NO,2855,2397,0,2397,83.96,PURUSHOTAM DAS,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P50P41PM.pdf,1332,DAYARAM SIYAG,747,18,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,6,CHHAPARI KHURD,SC (Woman),4,NO,4446,3687,0,3687,82.93,REKHA,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_3K3K20223P41P37PM.pdf,1429,KOCHI,1427,46,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,7,DABARIYANI KALAN,General,6,NO,2567,2313,0,2313,90.11,KISHNARAM,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_3K3K20223P41P54PM.pdf,657,SUKHARAM,458,12,1
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,8,DAGAWAS,General,4,NO,6084,5200,0,5200,85.47,HARSA RAM,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P51P34PM.pdf,2107,MADAN LAL,1563,50,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,9,DATANI,General,4,NO,3772,3280,0,3280,86.96,GOVINDRAM,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_3K3K20223P42P14PM.pdf,1044,RAMSINGH,1024,28,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,10,DHADHVADA,General,3,NO,3762,3421,0,3421,90.94,MAHENDRA JAJRA,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P51P02PM.pdf,1763,SADA KANWAR,1004,33,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,11,DHANDLAS UDA,General (Woman),6,NO,4108,3485,0,3485,84.83,SARJU DEVI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_3K3K20223P43P59PM.pdf,1090,SANGEETA,691,30,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,12,DHAVA,General,4,NO,4689,4223,0,4223,90.06,MAHIPAL,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P52P11PM.pdf,1882,SHOBHA DEVI,1185,38,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,13,GAGRANA,General (Woman),6,NO,6187,5054,0,5054,81.69,PARAMAI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P52P34PM.pdf,1433,BHANWAR KANWAR,1162,55,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,14,GATHIYA,OBC (Woman),4,NO,3294,2905,0,2905,88.19,RAMKANWARI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P52P55PM.pdf,1025,PUSHPA,719,11,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,15,GOTHAN,SC,11,NO,11195,8448,0,8448,75.46,BHANWARLAL,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P53P11PM.pdf,2815,RAMSWROOP,1764,107,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,16,HARSOLAV,OBC (Woman),7,NO,7465,6702,0,6702,89.78,TULCHHI DEVI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P53P29PM.pdf,3219,KAUSHLYA GURJAR,3024,43,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,17,INDAWAD,General (Woman),7,NO,4962,4430,0,4430,89.28,SUNITA CHOUDHARY,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_3K3K20223P42P35PM.pdf,2120,SANJU,970,36,1
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,18,JARODA KALAN,OBC (Woman),4,NO,4079,3779,0,3779,92.65,KELKI DEVI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P53P58PM.pdf,1244,KAMALA,875,20,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,19,KADVASARON KI DHANI,General (Woman),5,NO,2307,2144,0,2144,92.93,SUKHI DEVI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P54P13PM.pdf,875,SARITA,717,8,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,20,KALRU,SC,4,NO,3002,2524,0,2524,84.08,ASHOK JURIYA,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P54P35PM.pdf,1493,RAMPAL,481,27,2
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,21,KATYASANI,OBC,6,NO,4094,3696,0,3696,90.28,BABULAL,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K24K202211P18P11AM.pdf,1076,RAVIPRAKASH SINGH,926,33,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,22,KHAKAHDKI,OBC (Woman),5,NO,3040,2743,0,2743,90.23,BHANWARI DEVI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P54P59PM.pdf,769,RAMPYARI,675,33,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,23,KHERULI,General (Woman),8,NO,3504,2972,0,2972,84.82,BIDAMI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P55P14PM.pdf,691,LALITA DEVI,632,30,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,24,KURDAYA,SC (Woman),2,NO,3713,3218,0,3218,86.67,MAYA,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P55P29PM.pdf,1811,JOSHAN DEVI,1352,55,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,25,LAMBA JATAN,SC (Woman),3,NO,4237,3496,0,3496,82.51,GULAB DEVI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P55P57PM.pdf,1628,SUNITA MEGHWAL,1118,63,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,26,LEELIYA,General,4,NO,3106,2804,0,2804,90.28,RAMDEV,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_3K3K20223P41P03PM.pdf,1220,BHANWARSINGH,1175,12,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,27,MERTA ROAD (PHALODI),SC (Woman),10,NO,13775,10721,0,10721,77.83,Prem,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P56P14PM.pdf,5086,Monika,1990,196,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,28,MOKALPUR,OBC,4,NO,5441,4894,0,4894,89.95,DHARMARAM,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20223P00P41PM.pdf,3063,RAMLAL MUNDEL,1288,41,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,29,MORRA,General (Woman),3,NO,4284,3756,0,3756,87.68,EEMADEVI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K24K202211P17P31AM.pdf,1466,HAROON,1199,17,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,30,MUGDARA,General (Woman),5,NO,2913,2534,0,2534,86.99,POONAM TIWARI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K24K202211P18P45AM.pdf,1252,SUNITA,622,1,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,31,NETDIYA,OBC,5,NO,3138,2749,0,2749,87.6,RAMKISHORE,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_3K3K20223P43P07PM.pdf,1121,GANGA RAM,647,15,0
