sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2010,dist_name_new_2010,samiti_name_new_2010,key_2010,dist,nuke
7406,PALI,PALI,HEMAWAS,GEN W,ANTARKANWAR,FEMALE,GEN,hemawas,PALI,PALI,NA,PALIPALIhemawas,7271,P ALI,P ALI,HEMAWAS,SCW,SMT. MAMTA,F,SCW,hemawas,PALI,PALI,PALIPALIhemawas,0,
7407,PALI,PALI,KHERWA,SC,VIRAMRAM,MALE,SC,kherwa,PALI,PALI,NA,PALIPALIkherwa,7272,P ALI,P ALI,KHERW A,OBC,KANHAIYA LAL,M,OBC,kherwa,PALI,PALI,PALIPALIkherwa,0,
7408,PALI,PALI,KURNA,OBC W,PUSHPA,FEMALE,OBC,kurna,PALI,PALI,NA,PALIPALIkurna,7273,P ALI,P ALI,KURNA,GEN,DARGARAM,M,OBC,kurna,PALI,PALI,PALIPALIkurna,0,
7409,PALI,PALI,LAMBIYA,SC W,NATHKI,FEMALE,SC,lambiya,PALI,PALI,NA,PALIPALIlambiya,7274,P ALI,P ALI,LAMBIYA,GEN,MOHAN SINGH,M,GEN,lambiya,PALI,PALI,PALIPALIlambiya,0,
7410,PALI,PALI,MANIHARI,SC,NARAYANLAL,MALE,SC,manihari,PALI,PALI,NA,PALIPALImanihari,7275,P ALI,P ALI,MANIHARI,ST,GIRDHARI RAM,M,ST,manihari,PALI,PALI,PALIPALImanihari,0,
7411,PALI,PALI,ROOPAWAS,SC,BABU LAL,MALE,SC,rupawas,PALI,PALI,NA,PALIPALIrupawas,7276,P ALI,P ALI,RUPAWAS,GENW,NAYAN BALA,F,OBCW,rupawas,PALI,PALI,PALIPALIrupawas,0,
7412,PALI,PALI,SAKADRA,GEN,JETHU SINGH,MALE,GEN,sakadara,PALI,PALI,NA,PALIPALIsakadara,7277,P ALI,P ALI,SAKADARA,SC,MANGILAL,M,SC,sakadara,PALI,PALI,PALIPALIsakadara,0,
7413,PALI,PALI,SANPA,GEN,PARASRAM,MALE,OBC,sanpa,PALI,PALI,NA,PALIPALIsanpa,7278,P ALI,P ALI,SANPA,GEN,DEEPARAM,M,OBC,sanpa,PALI,PALI,PALIPALIsanpa,0,
7414,PALI,PALI,SODAWAS,GEN,GHISARAM,MALE,OBC,sodawas,PALI,PALI,NA,PALIPALIsodawas,7279,P ALI,P ALI,SODAWAS,SCW,SHANTI DEVI,F,SCW,sodawas,PALI,PALI,PALIPALIsodawas,0,
7415,PALI,PALI,SONAI MANJI,GEN W,PEPI DEVI,FEMALE,OBC,sonaimanji,PALI,PALI,NA,PALIPALIsonaimanji,7280,P ALI,P ALI,SONAIMANJI,GENW,BASANT KANWAR,F,GENW,sonaimanji,PALI,PALI,PALIPALIsonaimanji,0,
7416,PALI,PALI,TEWALI,GEN,BABULAL,MALE,OBC,tewali,PALI,PALI,NA,PALIPALItewali,7281,P ALI,P ALI,TEWALI,OBC,BHANWAR LAL,M,OBC,tewali,PALI,PALI,PALIPALItewali,0,
7417,PALI,RAIPUR,AMARPURA,OBC W,ASHA,FEMALE,OBC,amarpura,PALI,RAIPUR,NA,PALIRAIPURamarpura,7282,P ALI,RAIPUR,AMARPURA,GENW,ASHA CHOUHAN,F,OBCW,amarpura,PALI,RAIPUR,PALIRAIPURamarpura,0,
7418,PALI,RAIPUR,BABRA,GEN,MAHAVIR SINGH,MALE,GEN,babra,PALI,RAIPUR,NA,PALIRAIPURbabra,7284,P ALI,RAIPUR,BAGRI,OBC,BALWIR SINGH @ BANVIR,M,OBC,bagri,PALI,RAIPUR,PALIRAIPURbagri,2,1
7418,PALI,RAIPUR,BABRA,GEN,MAHAVIR SINGH,MALE,GEN,babra,PALI,RAIPUR,NA,PALIRAIPURbabra,7286,P ALI,RAIPUR,BAR,SC,DARIYA LAL,M,SC,bar,PALI,RAIPUR,PALIRAIPURbar,2,1
7418,PALI,RAIPUR,BABRA,GEN,MAHAVIR SINGH,MALE,GEN,babra,PALI,RAIPUR,NA,PALIRAIPURbabra,7283,P ALI,RAIPUR,BABRA,OBC,PRAHLAD RAM,M,OBC,babra,PALI,RAIPUR,PALIRAIPURbabra,0,
7419,PALI,RAIPUR,BAGDI,GEN,MANGILAL,MALE,OBC,bagdi,PALI,RAIPUR,NA,PALIRAIPURbagdi,7284,P ALI,RAIPUR,BAGRI,OBC,BALWIR SINGH @ BANVIR,M,OBC,bagri,PALI,RAIPUR,PALIRAIPURbagri,1,
7420,PALI,RAIPUR,BANSIYA,SC W,LILA PARIHAR,FEMALE,SC,bansiya,PALI,RAIPUR,NA,PALIRAIPURbansiya,7285,P ALI,RAIPUR,BANSIYA,GEN,NARSINGH,M,OBC,bansiya,PALI,RAIPUR,PALIRAIPURbansiya,0,
7421,PALI,RAIPUR,BAR,GEN,DHARMESH RINAWA,MALE,GEN,bar,PALI,RAIPUR,NA,PALIRAIPURbar,7283,P ALI,RAIPUR,BABRA,OBC,PRAHLAD RAM,M,OBC,babra,PALI,RAIPUR,PALIRAIPURbabra,2,1
7421,PALI,RAIPUR,BAR,GEN,DHARMESH RINAWA,MALE,GEN,bar,PALI,RAIPUR,NA,PALIRAIPURbar,7284,P ALI,RAIPUR,BAGRI,OBC,BALWIR SINGH @ BANVIR,M,OBC,bagri,PALI,RAIPUR,PALIRAIPURbagri,2,1
7421,PALI,RAIPUR,BAR,GEN,DHARMESH RINAWA,MALE,GEN,bar,PALI,RAIPUR,NA,PALIRAIPURbar,7286,P ALI,RAIPUR,BAR,SC,DARIYA LAL,M,SC,bar,PALI,RAIPUR,PALIRAIPURbar,0,
7422,PALI,RAIPUR,BIRATHIYA KALAN,GEN W,JASHODA,FEMALE,OBC,birantiya kalan,PALI,RAIPUR,NA,PALIRAIPURbirantiya kalan,7287,P ALI,RAIPUR,BIRANTIYA KALAN,OBCW,JASODA,F,OBCW,birantiya kalan,PALI,RAIPUR,PALIRAIPURbirantiya kalan,0,
7423,PALI,RAIPUR,BIRATIYA KHURD,OBC,DHAGLARAM,MALE,OBC,birantiya khurd,PALI,RAIPUR,NA,PALIRAIPURbirantiya khurd,7288,P ALI,RAIPUR,BIRANTIYA KHURD,SC,BAGDHA RAM,M,SC,birantiya khurd,PALI,RAIPUR,PALIRAIPURbirantiya khurd,0,
7424,PALI,RAIPUR,BUTIWAS,SC,JOGARAM,MALE,SC,butiwas,PALI,RAIPUR,NA,PALIRAIPURbutiwas,7289,P ALI,RAIPUR,BUTIW AS,OBC,KALURAM,M,OBC,butiwas,PALI,RAIPUR,PALIRAIPURbutiwas,0,
7425,PALI,RAIPUR,CHANG,GEN,KALUKHAN,MALE,OBC,chang,PALI,RAIPUR,NA,PALIRAIPURchang,7290,P ALI,RAIPUR,CHANG,GEN,KALU KHAN,M,OBC,chang,PALI,RAIPUR,PALIRAIPURchang,0,
7426,PALI,RAIPUR,CHITAD,GEN,LAXMANSINGH,MALE,GEN,chitad,PALI,RAIPUR,NA,PALIRAIPURchitad,7291,P ALI,RAIPUR,CHIT AD,GEN,NAINA,M,OBC,chitad,PALI,RAIPUR,PALIRAIPURchitad,0,
7428,PALI,RAIPUR,DEVLI KALAN,SC,MUNNIDEVI,FEMALE,SC,devalikalan,PALI,RAIPUR,NA,PALIRAIPURdevalikalan,7292,P ALI,RAIPUR,DEVALIKALAN,GENW,TARA DEVI,F,OBCW,devalikalan,PALI,RAIPUR,PALIRAIPURdevalikalan,0,
7427,PALI,RAIPUR,DEEPAWAS,OBC,GHEWAR LAL,MALE,OBC,dipawas,PALI,RAIPUR,NA,PALIRAIPURdipawas,7293,P ALI,RAIPUR,DIPAWAS,GENW,SONI,F,OBCW,dipawas,PALI,RAIPUR,PALIRAIPURdipawas,0,
7429,PALI,RAIPUR,GIRI,GEN,SHRIRAM,MALE,OBC,giri,PALI,RAIPUR,NA,PALIRAIPURgiri,7294,P ALI,RAIPUR,GIRI,GEN,MADAN LAL,M,OBC,giri,PALI,RAIPUR,PALIRAIPURgiri,0,
7430,PALI,RAIPUR,HAJIWAS,GEN,SHARVANSINGH,MALE,GEN,hajiwas,PALI,RAIPUR,NA,PALIRAIPURhajiwas,7295,P ALI,RAIPUR,HAJIW AS,OBCW,KAMLA,F,OBCW,hajiwas,PALI,RAIPUR,PALIRAIPURhajiwas,0,
7431,PALI,RAIPUR,JHALA KI CHOWKI,GEN W,KAMLA,FEMALE,OBC,jhala ki chauki,PALI,RAIPUR,NA,PALIRAIPURjhala ki chauki,7296,P ALI,RAIPUR,JHALA KI CHAUKI,GEN,CETAN SINGH,M,OBC,jhala ki chauki,PALI,RAIPUR,PALIRAIPURjhala ki chauki,0,
7432,PALI,RAIPUR,JHUNTHA,GEN,DURGARAM PRAJAPAT,MALE,OBC,jhuntha,PALI,RAIPUR,NA,PALIRAIPURjhuntha,7297,P ALI,RAIPUR,JHUNTHA,OBC,MANGILAL,M,OBC,jhuntha,PALI,RAIPUR,PALIRAIPURjhuntha,0,
7433,PALI,RAIPUR,KALAB KALAN,GEN W,GUNWATI DEVI,FEMALE,OBC,kalabkalan,PALI,RAIPUR,NA,PALIRAIPURkalabkalan,7298,P ALI,RAIPUR,KALABKALAN,GEN,NAINU SINGH,M,OBC,kalabkalan,PALI,RAIPUR,PALIRAIPURkalabkalan,0,
7435,PALI,RAIPUR,KELALIYA,OBC,DAUSINGH,MALE,OBC,kalaliya,PALI,RAIPUR,NA,PALIRAIPURkalaliya,7299,P ALI,RAIPUR,KALALIYA,GEN,PANI DEVI,F,OBCW,kalaliya,PALI,RAIPUR,PALIRAIPURkalaliya,0,
7434,PALI,RAIPUR,KANUJA,GEN W,AMRITA CHOUHAN,FEMALE,OBC,kanuja,PALI,RAIPUR,NA,PALIRAIPURkanuja,7300,P ALI,RAIPUR,KANUJA,GENW,PAPUDI,F,OBCW,kanuja,PALI,RAIPUR,PALIRAIPURkanuja,0,
7436,PALI,RAIPUR,KOTKIRANA,GEN,DILIP SINGH,MALE,OBC,kotkirana,PALI,RAIPUR,NA,PALIRAIPURkotkirana,7301,P ALI,RAIPUR,KOTKIRANA,GEN,PUSP A,F,OBCW,kotkirana,PALI,RAIPUR,PALIRAIPURkotkirana,0,
7437,PALI,RAIPUR,KUSHALPURA,SC W,KAMLI,FEMALE,SC,kushalpura,PALI,RAIPUR,NA,PALIRAIPURkushalpura,7302,P ALI,RAIPUR,KUSHALPURA,GEN,SARDARMAL,M,OBC,kushalpura,PALI,RAIPUR,PALIRAIPURkushalpura,0,
7438,PALI,RAIPUR,LILAMBA,GEN,BALVIR SINGH,MALE,GEN,lilamba,PALI,RAIPUR,NA,PALIRAIPURlilamba,7303,P ALI,RAIPUR,LILAMBA,GENW,GEETA DEVI,F,OBCW,lilamba,PALI,RAIPUR,PALIRAIPURlilamba,0,
7439,PALI,RAIPUR,MOHRA KALAN,GEN W,MARUDHAR KANWAR,FEMALE,GEN,mohra kalan,PALI,RAIPUR,NA,PALIRAIPURmohra kalan,7304,P ALI,RAIPUR,MOHRA KALAN,SC,SOHAL LAL,M,SC,mohra kalan,PALI,RAIPUR,PALIRAIPURmohra kalan,0,
7440,PALI,RAIPUR,NANNA,GEN W,AMINA,FEMALE,OBC,nanna,PALI,RAIPUR,NA,PALIRAIPURnanna,7305,P ALI,RAIPUR,NANNA,GEN,IQBAL,M,OBC,nanna,PALI,RAIPUR,PALIRAIPURnanna,0,
7441,PALI,RAIPUR,NIMBEDA KALAN,SC,BHANWARLAL,MALE,SC,nimberakalan,PALI,RAIPUR,NA,PALIRAIPURnimberakalan,7306,P ALI,RAIPUR,NIMBERAKALAN,GEN,DAYARAM SIRWI,M,OBC,nimberakalan,PALI,RAIPUR,PALIRAIPURnimberakalan,0,
7442,PALI,RAIPUR,PACHANPURA,GEN,HAJARI LAL,MALE,OBC,pachanpura,PALI,RAIPUR,NA,PALIRAIPURpachanpura,7307,P ALI,RAIPUR,P ACHANPURA,GENW,T ARA,F,OBCW,pachanpura,PALI,RAIPUR,PALIRAIPURpachanpura,0,
7443,PALI,RAIPUR,PIPLIYA KALAN,OBC W,MADHU KUMAWAT,FEMALE,OBC,pipaliyakalan,PALI,RAIPUR,NA,PALIRAIPURpipaliyakalan,7308,P ALI,RAIPUR,PIPALIYAKALAN,GENW,UCCHAB KANWAR,F,GENW,pipaliyakalan,PALI,RAIPUR,PALIRAIPURpipaliyakalan,0,
7444,PALI,RAIPUR,PRATAPGARH,OBC,LAXMAN SINGH,MALE,OBC,pratapgarh,PALI,RAIPUR,NA,PALIRAIPURpratapgarh,7309,P ALI,RAIPUR,PRATAP GARH,GENW,RAMTI DEVI,F,OBCW,pratap garh,PALI,RAIPUR,PALIRAIPURpratap garh,1,
7446,PALI,RAIPUR,RAIPUR,GEN,UDAIRAJ,MALE,OBC,raipur,PALI,RAIPUR,NA,PALIRAIPURraipur,7311,P ALI,RAIPUR,RAIPUR,SCW,SARLA,F,SCW,raipur,PALI,RAIPUR,PALIRAIPURraipur,0,
7447,PALI,RAIPUR,RAMPURA KALAN,GEN,KALURAM,MALE,OBC,rampurakalan,PALI,RAIPUR,NA,PALIRAIPURrampurakalan,7312,P ALI,RAIPUR,RAMPURAKALAN,GENW,KALAWATI,F,OBCW,rampurakalan,PALI,RAIPUR,PALIRAIPURrampurakalan,0,
7448,PALI,RAIPUR,RATDIYA,GEN,DHAPUDEVI,FEMALE,OBC,ratdiya,PALI,RAIPUR,NA,PALIRAIPURratdiya,7310,P ALI,RAIPUR,RAATDIYA,GENW,SITA,F,OBCW,raatdiya,PALI,RAIPUR,PALIRAIPURraatdiya,1,
7445,PALI,RAIPUR,RAILDA,GEN W,MANI,FEMALE,OBC,relada,PALI,RAIPUR,NA,PALIRAIPURrelada,7313,P ALI,RAIPUR,RELADA,OBCW,JAMNA DEVI,F,OBCW,relada,PALI,RAIPUR,PALIRAIPURrelada,0,
7449,PALI,RAIPUR,SABALPURA,OBC,JETHARAM,MALE,OBC,sabalpura,PALI,RAIPUR,NA,PALIRAIPURsabalpura,7314,P ALI,RAIPUR,SABALPURA,GENW,KISHAN KANWAR,F,GENW,sabalpura,PALI,RAIPUR,PALIRAIPURsabalpura,0,
7450,PALI,RAIPUR,SENDRA,GEN,PURANSINGH,MALE,OBC,sendra,PALI,RAIPUR,NA,PALIRAIPURsendra,7315,P ALI,RAIPUR,SENDRA,GENW,LADI DEVI,F,OBCW,sendra,PALI,RAIPUR,PALIRAIPURsendra,0,
7451,PALI,RAIPUR,SUMAIL,GEN W,NARANI,FEMALE,OBC,sumel,PALI,RAIPUR,NA,PALIRAIPURsumel,7316,P ALI,RAIPUR,SUMEL,SCW,BHANWARI DEVI,F,SCW,sumel,PALI,RAIPUR,PALIRAIPURsumel,0,
7481,PALI,ROHAT,BHAKRIWALA,GEN W,KOYALI,FEMALE,OBC,bhakariwala,PALI,ROHAT,NA,PALIROHATbhakariwala,7346,P ALI,ROHAT,BHAKARIWALA,GEN,SHIV KANWAR,F,GENW,bhakariwala,PALI,ROHAT,PALIROHATbhakariwala,0,
7482,PALI,ROHAT,BITHU,OBC,DUNGARRAM,MALE,OBC,bithu,PALI,ROHAT,NA,PALIROHATbithu,7347,P ALI,ROHAT,BITHU,SC,MEERA DEVI,F,SCW,bithu,PALI,ROHAT,PALIROHATbithu,0,
7483,PALI,ROHAT,CHENDA,GEN,PREM SINGH,MALE,GEN,chenda,PALI,ROHAT,NA,PALIROHATchenda,7348,P ALI,ROHAT,CHENDA,ST,RAJARAM,M,ST,chenda,PALI,ROHAT,PALIROHATchenda,0,
7484,PALI,ROHAT,CHOTILA,OBC W,PREM KANWAR,FEMALE,OBC,chotila,PALI,ROHAT,NA,PALIROHATchotila,7349,P ALI,ROHAT,CHOTILA,GEN,GAJENDRA SINGH,M,GEN,chotila,PALI,ROHAT,PALIROHATchotila,0,
7485,PALI,ROHAT,DHABERKALAN,GEN,BABU SINGH,MALE,GEN,dhabar,PALI,ROHAT,NA,PALIROHATdhabar,7350,P ALI,ROHAT,DHABAR,SC,KHARTA RAM,M,SC,dhabar,PALI,ROHAT,PALIROHATdhabar,0,
7486,PALI,ROHAT,DHOLERIYA SHASHAN,GEN W,SUMITRA RAJPUROHIT,FEMALE,GEN,dholeria shasan,PALI,ROHAT,NA,PALIROHATdholeria shasan,7351,P ALI,ROHAT,DHOLERIA SHASAN,GEN,MOOL SINGH,M,GEN,dholeria shasan,PALI,ROHAT,PALIROHATdholeria shasan,0,
7487,PALI,ROHAT,DIVANDI,GEN,NARENDRA SINGH,MALE,GEN,diwandi,PALI,ROHAT,NA,PALIROHATdiwandi,7352,P ALI,ROHAT,DIW ANDI,GENW,SHANTI DEVI,F,OBCW,diwandi,PALI,ROHAT,PALIROHATdiwandi,0,
7488,PALI,ROHAT,GADWADA,GEN,JAYANTI LAL,MALE,GEN,gadwada,PALI,ROHAT,NA,PALIROHATgadwada,7353,P ALI,ROHAT,GADW ADA,GENW,URMIL A,F,GENW,gadwada,PALI,ROHAT,PALIROHATgadwada,0,
7489,PALI,ROHAT,GELAWAS,SC W,MORKI,FEMALE,SC,gelawas,PALI,ROHAT,NA,PALIROHATgelawas,7354,P ALI,ROHAT,GELAWAS,OBC,KHINYA RAM PATEL,M,OBC,gelawas,PALI,ROHAT,PALIROHATgelawas,0,
7490,PALI,ROHAT,JHINTDA,GEN W,KAMLI,FEMALE,OBC,jhintda,PALI,ROHAT,NA,PALIROHATjhintda,7355,P ALI,ROHAT,JHITRA,SCW,VIDHYA DEVI,F,SCW,jhitra,PALI,ROHAT,PALIROHATjhitra,2,
7491,PALI,ROHAT,KALALI,GEN,KANARAM,MALE,OBC,kalali,PALI,ROHAT,NA,PALIROHATkalali,7356,P ALI,ROHAT,KALALI,GENW,MATHURA,F,OBCW,kalali,PALI,ROHAT,PALIROHATkalali,0,
7492,PALI,ROHAT,KHANDI,GEN,SHIVARAM PATEL,MALE,OBC,khandi,PALI,ROHAT,NA,PALIROHATkhandi,7358,P ALI,ROHAT,KHARDA,GEN,CHANDAN BHARTI,M,OBC,kharda,PALI,ROHAT,PALIROHATkharda,2,1
7492,PALI,ROHAT,KHANDI,GEN,SHIVARAM PATEL,MALE,OBC,khandi,PALI,ROHAT,NA,PALIROHATkhandi,7357,P ALI,ROHAT,KHANDI,GEN,GIGA RAM,M,OBC,khandi,PALI,ROHAT,PALIROHATkhandi,0,
7493,PALI,ROHAT,KHARDA,OBC,LAXMAN SINGH,MALE,OBC,kharda,PALI,ROHAT,NA,PALIROHATkharda,7357,P ALI,ROHAT,KHANDI,GEN,GIGA RAM,M,OBC,khandi,PALI,ROHAT,PALIROHATkhandi,2,1
7493,PALI,ROHAT,KHARDA,OBC,LAXMAN SINGH,MALE,OBC,kharda,PALI,ROHAT,NA,PALIROHATkharda,7358,P ALI,ROHAT,KHARDA,GEN,CHANDAN BHARTI,M,OBC,kharda,PALI,ROHAT,PALIROHATkharda,0,
7494,PALI,ROHAT,KHUNDAWAS,OBC,RAJARAM,MALE,OBC,khundawas,PALI,ROHAT,NA,PALIROHATkhundawas,7359,P ALI,ROHAT,KHUNDAW AS,GENW,CHANDRA MANI,F,GENW,khundawas,PALI,ROHAT,PALIROHATkhundawas,0,
7495,PALI,ROHAT,KULTHANA,ST,JHUJHARAM,MALE,ST,kulthana,PALI,ROHAT,NA,PALIROHATkulthana,7360,P ALI,ROHAT,KULTHANA,OBC,JOG SINGH,M,OBC,kulthana,PALI,ROHAT,PALIROHATkulthana,0,
7496,PALI,ROHAT,MANDAWAS,GEN W,PANI DEVI,FEMALE,GEN,mandawas,PALI,ROHAT,NA,PALIROHATmandawas,7361,P ALI,ROHAT,MANDAWAS,SC,GANESH RAM,M,SC,mandawas,PALI,ROHAT,PALIROHATmandawas,0,
7497,PALI,ROHAT,NIMLI URAN,SC W,AICHUKI,FEMALE,SC,nimbali urra,PALI,ROHAT,NA,PALIROHATnimbali urra,7362,P ALI,ROHAT,NIMBALI URRA,GEN,PARTHVI SINGH,M,GEN,nimbali urra,PALI,ROHAT,PALIROHATnimbali urra,0,
7498,PALI,ROHAT,RANA,GEN,KALYAN SINGH,MALE,GEN,rana,PALI,ROHAT,NA,PALIROHATrana,7363,P ALI,ROHAT,RANA,SCW,KASTURI DEVI,F,SCW,rana,PALI,ROHAT,PALIROHATrana,0,
7499,PALI,ROHAT,ROHAT,GEN,SIDDHARTHSINGH,MALE,GEN,rohat,PALI,ROHAT,NA,PALIROHATrohat,7364,P ALI,ROHAT,ROHAT,OBCW,VIMLA DEVI,F,OBCW,rohat,PALI,ROHAT,PALIROHATrohat,0,
7500,PALI,ROHAT,SAWANLATA KALAN,OBC W,RAMPYARI,FEMALE,OBC,sanwalta kalan,PALI,ROHAT,NA,PALIROHATsanwalta kalan,7365,P ALI,ROHAT,SANWALTA KALAN,GENW,MANJU DEVI,F,GENW,sanwalta kalan,PALI,ROHAT,PALIROHATsanwalta kalan,0,
7501,PALI,ROHAT,SINGARI,SC,ROOPARAM,MALE,SC,singari,PALI,ROHAT,NA,PALIROHATsingari,7366,P ALI,ROHAT,SINGARI,OBCW,HIRI DEVU,F,OBCW,singari,PALI,ROHAT,PALIROHATsingari,0,
7502,PALI,ROHAT,SONAILAKHA,SC,LUMBA RAM,MALE,SC,sonai lakha,PALI,ROHAT,NA,PALIROHATsonai lakha,7367,P ALI,ROHAT,SONAI LAKHA,OBCW,KHAMMA DEVI,F,OBCW,sonai lakha,PALI,ROHAT,PALIROHATsonai lakha,0,
7503,PALI,ROHAT,WAYAD,SC,PRABHU RAM,MALE,SC,vayad,PALI,ROHAT,NA,PALIROHATvayad,7368,P ALI,ROHAT,VAYAD,GENW,ROOPI,F,OBCW,vayad,PALI,ROHAT,PALIROHATvayad,0,
7504,PALI,SOJAT CITY,ATBADA,GEN W,SHACHCHI DEVI,FEMALE,OBC,atbara,PALI,SOJAT,NA,PALISOJATatbara,7369,P ALI,SOJAT,ATBARA,GEN,HIRA RAM,M,OBC,atbara,PALI,SOJAT,PALISOJATatbara,0,
7505,PALI,SOJAT CITY,BAGDI NAGAR,OBC,BHOMARAM,MALE,OBC,bagri nagar,PALI,SOJAT,NA,PALISOJATbagri nagar,7370,P ALI,SOJAT,BAGRI NAGAR,GEN,MANGLA RAM DEVASI,M,OBC,bagri nagar,PALI,SOJAT,PALISOJATbagri nagar,0,
7506,PALI,SOJAT CITY,BASNA,GEN,TARARAM,MALE,OBC,basna,PALI,SOJAT,NA,PALISOJATbasna,7371,P ALI,SOJAT,BASANA,SCW,CHUNKI DEVI,F,SCW,basana,PALI,SOJAT,PALISOJATbasana,1,
7507,PALI,SOJAT CITY,BHAISANA,GEN W,SAYAR KANWAR,FEMALE,GEN,bhaisana,PALI,SOJAT,NA,PALISOJATbhaisana,7371,P ALI,SOJAT,BASANA,SCW,CHUNKI DEVI,F,SCW,basana,PALI,SOJAT,PALISOJATbasana,2,1
7507,PALI,SOJAT CITY,BHAISANA,GEN W,SAYAR KANWAR,FEMALE,GEN,bhaisana,PALI,SOJAT,NA,PALISOJATbhaisana,7372,P ALI,SOJAT,BHAISANA,SCW,PISTA DEVI,F,SCW,bhaisana,PALI,SOJAT,PALISOJATbhaisana,0,
7508,PALI,SOJAT CITY,BILAWAS,GEN,BHIKARAM KUMAWAT,MALE,OBC,bilawas,PALI,SOJAT,NA,PALISOJATbilawas,7373,P ALI,SOJAT,BILAWAS,GEN,KANARAM,M,OBC,bilawas,PALI,SOJAT,PALISOJATbilawas,0,
7509,PALI,SOJAT CITY,BOYAL,GEN,RAJENDRA SINGH,MALE,GEN,boyal,PALI,SOJAT,NA,PALISOJATboyal,7374,P ALI,SOJAT,BOYAL,GENW,SITA DEVI,F,OBCW,boyal,PALI,SOJAT,PALISOJATboyal,0,
7510,PALI,SOJAT CITY,CHADWAS,SC W,GEETADEVI,FEMALE,SC,chadwas,PALI,SOJAT,NA,PALISOJATchadwas,7375,P ALI,SOJAT,CHADW AS,GENW,DHAPU KANWAR,F,GENW,chadwas,PALI,SOJAT,PALISOJATchadwas,0,
7511,PALI,SOJAT CITY,CHANDAWAL NAGAR,GEN W,PATASI,FEMALE,OBC,chandawal,PALI,SOJAT,NA,PALISOJATchandawal,7376,P ALI,SOJAT,CHANDAW AL,OBC,SHARVAN SINGH,M,OBC,chandawal,PALI,SOJAT,PALISOJATchandawal,0,
7512,PALI,SOJAT CITY,CHANDAWAL STATION,OBC W,MEERA,FEMALE,OBC,chandawal station,PALI,SOJAT,NA,PALISOJATchandawal station,7377,P ALI,SOJAT,CHANDAWAL STATION,GENW,SAYARI DEVI,F,OBCW,chandawal station,PALI,SOJAT,PALISOJATchandawal station,0,
7513,PALI,SOJAT CITY,CHOPRA,GEN,BHUNDARAM,MALE,OBC,chopra,PALI,SOJAT,NA,PALISOJATchopra,7378,P ALI,SOJAT,CHOPRA,SCW,RATNAI,F,SCW,chopra,PALI,SOJAT,PALISOJATchopra,0,
7514,PALI,SOJAT CITY,DHAKDI,GEN W,GOGI DEVI,FEMALE,OBC,dhakari,PALI,SOJAT,NA,PALISOJATdhakari,7379,P ALI,SOJAT,DHAKARI,GENW,ROOPI DEVI,F,OBCW,dhakari,PALI,SOJAT,PALISOJATdhakari,0,
7515,PALI,SOJAT CITY,DHINAWAS,SC W,KANKU DEVI,FEMALE,SC,dhinawas,PALI,SOJAT,NA,PALISOJATdhinawas,7380,P ALI,SOJAT,DHINAWAS,GEN,PARMESHWAR,M,GEN,dhinawas,PALI,SOJAT,PALISOJATdhinawas,0,
7516,PALI,SOJAT CITY,DHURASANI,SC,SHESHARAM,MALE,SC,dhurasani,PALI,SOJAT,NA,PALISOJATdhurasani,7381,P ALI,SOJAT,DHURASANI,GEN,RAMSINGH,M,GEN,dhurasani,PALI,SOJAT,PALISOJATdhurasani,0,
7517,PALI,SOJAT CITY,GAGUDA,SC,PARASRAM,MALE,SC,gaguda,PALI,SOJAT,NA,PALISOJATgaguda,7382,P ALI,SOJAT,GAGUDA,OBC,CHAILA RAM,M,OBC,gaguda,PALI,SOJAT,PALISOJATgaguda,0,
7518,PALI,SOJAT CITY,GUDA BINJA,GEN,LAXMANSINGH,MALE,OBC,guda kalan,PALI,SOJAT,NA,PALISOJATguda kalan,7383,P ALI,SOJAT,GUDA KALAN,GEN,INDAR SINGH,M,OBC,guda kalan,PALI,SOJAT,PALISOJATguda kalan,0,
7519,PALI,SOJAT CITY,GUDA KALAN,GEN,MANGILAL,MALE,SC,guda kalan,PALI,SOJAT,NA,PALISOJATguda kalan,7383,P ALI,SOJAT,GUDA KALAN,GEN,INDAR SINGH,M,OBC,guda kalan,PALI,SOJAT,PALISOJATguda kalan,0,
7520,PALI,SOJAT CITY,GUDA RAM SINGH,OBC,LAXMANSINGH,MALE,OBC,gudaram singh,PALI,SOJAT,NA,PALISOJATgudaram singh,7385,P ALI,SOJAT,GUDARAM SINGH,GENW,PANI DEVI,F,OBCW,gudaram singh,PALI,SOJAT,PALISOJATgudaram singh,0,
7521,PALI,SOJAT CITY,HARIYAMALI,SC,MOHAN LAL,MALE,SC,hariyamali,PALI,SOJAT,NA,PALISOJAThariyamali,7386,P ALI,SOJAT,HARIYAMALI,OBCW,BHIKHI DEVI,F,OBCW,hariyamali,PALI,SOJAT,PALISOJAThariyamali,0,
7522,PALI,SOJAT CITY,JHUPELAV,GEN,DUNGAR SINGH,MALE,GEN,jhupelav,PALI,SOJAT,NA,PALISOJATjhupelav,7387,P ALI,SOJAT,JHUPEL A V,OBCW,JASODHA,F,OBCW,jhupelav,PALI,SOJAT,PALISOJATjhupelav,0,
