sl_no,dist_name,samiti_name,gp,reservation,name,sex,category,gp_new,dist_name_new,samiti_name_new,dist_2010
7436,PALI,RAIPUR,KOTKIRANA,GEN,DILIP SINGH,MALE,OBC,kotkirana,PALI,RAIPUR,
7437,PALI,RAIPUR,KUSHALPURA,SC W,KAMLI,FEMALE,SC,kushalpura,PALI,RAIPUR,
7438,PALI,RAIPUR,LILAMBA,GEN,BALVIR SINGH,MALE,GEN,lilamba,PALI,RAIPUR,
7439,PALI,RAIPUR,MOHRA KALAN,GEN W,MARUDHAR KANWAR,FEMALE,GEN,mohra kalan,PALI,RAIPUR,
7440,PALI,RAIPUR,NANNA,GEN W,AMINA,FEMALE,OBC,nanna,PALI,RAIPUR,
7441,PALI,RAIPUR,NIMBEDA KALAN,SC,BHANWARLAL,MALE,SC,nimberakalan,PALI,RAIPUR,
7442,PALI,RAIPUR,PACHANPURA,GEN,HAJARI LAL,MALE,OBC,pachanpura,PALI,RAIPUR,
7443,PALI,RAIPUR,PIPLIYA KALAN,OBC W,MADHU KUMAWAT,FEMALE,OBC,pipaliyakalan,PALI,RAIPUR,
7444,PALI,RAIPUR,PRATAPGARH,OBC,LAXMAN SINGH,MALE,OBC,pratapgarh,PALI,RAIPUR,
7445,PALI,RAIPUR,RAILDA,GEN W,MANI,FEMALE,OBC,relada,PALI,RAIPUR,
7446,PALI,RAIPUR,RAIPUR,GEN,UDAIRAJ,MALE,OBC,raipur,PALI,RAIPUR,
7447,PALI,RAIPUR,RAMPURA KALAN,GEN,KALURAM,MALE,OBC,rampurakalan,PALI,RAIPUR,
7448,PALI,RAIPUR,RATDIYA,GEN,DHAPUDEVI,FEMALE,OBC,ratdiya,PALI,RAIPUR,
7449,PALI,RAIPUR,SABALPURA,OBC,JETHARAM,MALE,OBC,sabalpura,PALI,RAIPUR,
7450,PALI,RAIPUR,SENDRA,GEN,PURANSINGH,MALE,OBC,sendra,PALI,RAIPUR,
7451,PALI,RAIPUR,SUMAIL,GEN W,NARANI,FEMALE,OBC,sumel,PALI,RAIPUR,
7452,PALI,RANI,BALRAI,GEN,CHUNNILAL AGRI,MALE,SC,balrai,PALI,RANI STATION,
7453,PALI,RANI,BHADARLAU,OBC W,ROOP KANWAR,FEMALE,OBC,bhadarlau,PALI,RANI STATION,
7454,PALI,RANI,BIJOVA,SC,RAMESH KUMAR,MALE,SC,bijowa,PALI,RANI STATION,
7455,PALI,RANI,BUSI,OBC,DARGARAM,MALE,OBC,busi,PALI,RANI STATION,
7456,PALI,RANI,CHANCHODI,SC W,SAYARI,FEMALE,SC,chanchori,PALI,RANI STATION,
7457,PALI,RANI,DEVLI,GEN,NEMARAM,MALE,OBC,devli,PALI,RANI STATION,
7458,PALI,RANI,DHARIYAN,SC,MUNNA LAL,MALE,SC,dhariya,PALI,RANI STATION,
7459,PALI,RANI,GAJNIPURA,OBC,ASHARAM,MALE,OBC,gajanipura,PALI,RANI STATION,
7460,PALI,RANI,GHENDI,SC,BABU LAL,MALE,SC,ghenadi,PALI,RANI STATION,
7461,PALI,RANI,INDERWADA,GEN,DEVICHAND,MALE,GEN,indarwara,PALI,RANI STATION,
7462,PALI,RANI,ITANDRA CHARNAN,GEN,VIGYANANAND GIRI,MALE,OBC,itandra charnan,PALI,RANI STATION,
7463,PALI,RANI,ITENDRA MEDTIYAN,GEN W,LEHAR KANWAR,FEMALE,GEN,itandra mertiyan,PALI,RANI STATION,
7464,PALI,RANI,JAVALI,GEN W,JIVAN KANWAR,FEMALE,GEN,javali,PALI,RANI STATION,
7465,PALI,RANI,JIVIND KALAN,OBC,NARAYAN LAL,MALE,OBC,jivand kalan,PALI,RANI STATION,
7466,PALI,RANI,KERLI,GEN,SHIVRAJSINGH,MALE,GEN,kerali,PALI,RANI STATION,
7467,PALI,RANI,KHINWADA,SC W,PUSHPA KUMARI,FEMALE,SC,khinwara,PALI,RANI STATION,
7468,PALI,RANI,KHOD,GEN,RUPESH BRAHMAN,MALE,GEN,khod,PALI,RANI STATION,
7469,PALI,RANI,KIRWA,GEN W,SAYARI,FEMALE,OBC,kirva,PALI,RANI STATION,
7470,PALI,RANI,KISHANPURA,GEN,CHAINSINGH,MALE,GEN,kishanpura,PALI,RANI STATION,
7471,PALI,RANI,MANDAL,GEN,AAIDANSINGH,MALE,GEN,mandal,PALI,RANI STATION,
7472,PALI,RANI,NADANA BHATAN,GEN,INDRA SINGH,MALE,GEN,nadana bhatan,PALI,RANI STATION,
7473,PALI,RANI,NIMBADA,GEN W,RATAN KANWAR,FEMALE,GEN,nimbara,PALI,RANI STATION,
7474,PALI,RANI,NIPAL,GEN W,SUSHILA,FEMALE,GEN,nipal,PALI,RANI STATION,
7475,PALI,RANI,RANI GAON,OBC W,TULSA,FEMALE,OBC,rani gaon,PALI,RANI STATION,
7476,PALI,RANI,SALRIYA,ST,MOHAN LAL,MALE,ST,salriya,PALI,RANI STATION,
7477,PALI,RANI,SANWALTA,OBC,GENARAM,MALE,OBC,sanwalta,PALI,RANI STATION,
7478,PALI,RANI,SIWAS,GEN,DALPAT SINGH,MALE,GEN,siwas,PALI,RANI STATION,
7479,PALI,RANI,VANDAR,GEN W,UMRAV,FEMALE,GEN,vandar,PALI,RANI STATION,
7480,PALI,RANI,VARKANA,SC,BAGDARAM,MALE,SC,varkana,PALI,RANI STATION,
7481,PALI,ROHAT,BHAKRIWALA,GEN W,KOYALI,FEMALE,OBC,bhakariwala,PALI,ROHAT,
7482,PALI,ROHAT,BITHU,OBC,DUNGARRAM,MALE,OBC,bithu,PALI,ROHAT,
7483,PALI,ROHAT,CHENDA,GEN,PREM SINGH,MALE,GEN,chenda,PALI,ROHAT,
7484,PALI,ROHAT,CHOTILA,OBC W,PREM KANWAR,FEMALE,OBC,chotila,PALI,ROHAT,
7485,PALI,ROHAT,DHABERKALAN,GEN,BABU SINGH,MALE,GEN,dhabar,PALI,ROHAT,
7486,PALI,ROHAT,DHOLERIYA SHASHAN,GEN W,SUMITRA RAJPUROHIT,FEMALE,GEN,dholeria shasan,PALI,ROHAT,
7487,PALI,ROHAT,DIVANDI,GEN,NARENDRA SINGH,MALE,GEN,diwandi,PALI,ROHAT,
7488,PALI,ROHAT,GADWADA,GEN,JAYANTI LAL,MALE,GEN,gadwada,PALI,ROHAT,
7489,PALI,ROHAT,GELAWAS,SC W,MORKI,FEMALE,SC,gelawas,PALI,ROHAT,
7490,PALI,ROHAT,JHINTDA,GEN W,KAMLI,FEMALE,OBC,jhintda,PALI,ROHAT,
7491,PALI,ROHAT,KALALI,GEN,KANARAM,MALE,OBC,kalali,PALI,ROHAT,
7492,PALI,ROHAT,KHANDI,GEN,SHIVARAM PATEL,MALE,OBC,khandi,PALI,ROHAT,
7493,PALI,ROHAT,KHARDA,OBC,LAXMAN SINGH,MALE,OBC,kharda,PALI,ROHAT,
7494,PALI,ROHAT,KHUNDAWAS,OBC,RAJARAM,MALE,OBC,khundawas,PALI,ROHAT,
7495,PALI,ROHAT,KULTHANA,ST,JHUJHARAM,MALE,ST,kulthana,PALI,ROHAT,
7496,PALI,ROHAT,MANDAWAS,GEN W,PANI DEVI,FEMALE,GEN,mandawas,PALI,ROHAT,
7497,PALI,ROHAT,NIMLI URAN,SC W,AICHUKI,FEMALE,SC,nimbali urra,PALI,ROHAT,
7498,PALI,ROHAT,RANA,GEN,KALYAN SINGH,MALE,GEN,rana,PALI,ROHAT,
7499,PALI,ROHAT,ROHAT,GEN,SIDDHARTHSINGH,MALE,GEN,rohat,PALI,ROHAT,
7500,PALI,ROHAT,SAWANLATA KALAN,OBC W,RAMPYARI,FEMALE,OBC,sanwalta kalan,PALI,ROHAT,
7501,PALI,ROHAT,SINGARI,SC,ROOPARAM,MALE,SC,singari,PALI,ROHAT,
7502,PALI,ROHAT,SONAILAKHA,SC,LUMBA RAM,MALE,SC,sonai lakha,PALI,ROHAT,
7503,PALI,ROHAT,WAYAD,SC,PRABHU RAM,MALE,SC,vayad,PALI,ROHAT,
7504,PALI,SOJAT CITY,ATBADA,GEN W,SHACHCHI DEVI,FEMALE,OBC,atbara,PALI,SOJAT,
7505,PALI,SOJAT CITY,BAGDI NAGAR,OBC,BHOMARAM,MALE,OBC,bagri nagar,PALI,SOJAT,
7506,PALI,SOJAT CITY,BASNA,GEN,TARARAM,MALE,OBC,basna,PALI,SOJAT,
7507,PALI,SOJAT CITY,BHAISANA,GEN W,SAYAR KANWAR,FEMALE,GEN,bhaisana,PALI,SOJAT,
7508,PALI,SOJAT CITY,BILAWAS,GEN,BHIKARAM KUMAWAT,MALE,OBC,bilawas,PALI,SOJAT,
7509,PALI,SOJAT CITY,BOYAL,GEN,RAJENDRA SINGH,MALE,GEN,boyal,PALI,SOJAT,
7510,PALI,SOJAT CITY,CHADWAS,SC W,GEETADEVI,FEMALE,SC,chadwas,PALI,SOJAT,
7511,PALI,SOJAT CITY,CHANDAWAL NAGAR,GEN W,PATASI,FEMALE,OBC,chandawal,PALI,SOJAT,
7512,PALI,SOJAT CITY,CHANDAWAL STATION,OBC W,MEERA,FEMALE,OBC,chandawal station,PALI,SOJAT,
7513,PALI,SOJAT CITY,CHOPRA,GEN,BHUNDARAM,MALE,OBC,chopra,PALI,SOJAT,
7514,PALI,SOJAT CITY,DHAKDI,GEN W,GOGI DEVI,FEMALE,OBC,dhakari,PALI,SOJAT,
7515,PALI,SOJAT CITY,DHINAWAS,SC W,KANKU DEVI,FEMALE,SC,dhinawas,PALI,SOJAT,
7516,PALI,SOJAT CITY,DHURASANI,SC,SHESHARAM,MALE,SC,dhurasani,PALI,SOJAT,
7517,PALI,SOJAT CITY,GAGUDA,SC,PARASRAM,MALE,SC,gaguda,PALI,SOJAT,
7518,PALI,SOJAT CITY,GUDA BINJA,GEN,LAXMANSINGH,MALE,OBC,guda kalan,PALI,SOJAT,
7519,PALI,SOJAT CITY,GUDA KALAN,GEN,MANGILAL,MALE,SC,guda kalan,PALI,SOJAT,
7520,PALI,SOJAT CITY,GUDA RAM SINGH,OBC,LAXMANSINGH,MALE,OBC,gudaram singh,PALI,SOJAT,
7521,PALI,SOJAT CITY,HARIYAMALI,SC,MOHAN LAL,MALE,SC,hariyamali,PALI,SOJAT,
7522,PALI,SOJAT CITY,JHUPELAV,GEN,DUNGAR SINGH,MALE,GEN,jhupelav,PALI,SOJAT,
7523,PALI,SOJAT CITY,KARMAWAS PATTA,OBC,ABHAYRAM,MALE,OBC,karamawas patta,PALI,SOJAT,
7524,PALI,SOJAT CITY,KELWAD,GEN,AMARSINGH,MALE,GEN,kelwad,PALI,SOJAT,
7525,PALI,SOJAT CITY,KHARIYA NIV,SC W,SENI DEVI,FEMALE,SC,khariyaniv,PALI,SOJAT,
7526,PALI,SOJAT CITY,KHARIYA SODA,GEN W,CHAMPA DEVI,FEMALE,OBC,khariyasoda,PALI,SOJAT,
7527,PALI,SOJAT CITY,KHODIYA,OBC,PURANSINGH,MALE,OBC,khokhra,PALI,SOJAT,
7528,PALI,SOJAT CITY,KHOKHRA,GEN,JOGARAM,MALE,OBC,khokhra,PALI,SOJAT,
7529,PALI,SOJAT CITY,MANDLA,SC,DEVARAM,MALE,SC,mandala,PALI,SOJAT,
7530,PALI,SOJAT CITY,MEW,OBC W,ANAND KANWAR,FEMALE,OBC,mev,PALI,SOJAT,
7531,PALI,SOJAT CITY,RAJOULA KALAN,GEN,GOVINDRAM,MALE,OBC,rajolakalan,PALI,SOJAT,
7532,PALI,SOJAT CITY,RAYRA KALAN,GEN,ANNESINGH,MALE,OBC,raira kalan,PALI,SOJAT,
7533,PALI,SOJAT CITY,RENDRI,GEN W,GUTKI,FEMALE,OBC,rendari,PALI,SOJAT,
7534,PALI,SOJAT CITY,REPDAWAS,GEN,JHUMARRAM,MALE,OBC,repdawas,PALI,SOJAT,
7535,PALI,SOJAT CITY,ROOPAWAS,GEN,RAMSINGH,MALE,GEN,rupawas,PALI,SOJAT,
7536,PALI,SOJAT CITY,SANDIYA,GEN W,DASHRATH KANWAR,FEMALE,GEN,sandiya,PALI,SOJAT,
7537,PALI,SOJAT CITY,SARDAR SAMAND,GEN,DARIYAV SINGH,MALE,GEN,sardarsamand,PALI,SOJAT,
7538,PALI,SOJAT CITY,SHIVPURA,OBC W,BHUNDI DEVI,FEMALE,OBC,shivpura,PALI,SOJAT,
7539,PALI,SOJAT CITY,SIYAT,GEN,GHISARAM,MALE,OBC,siyat,PALI,SOJAT,
7540,PALI,SOJAT CITY,SOJAT ROAD,OBC,GHISULAL,MALE,OBC,sojat road,PALI,SOJAT,
7541,PALI,SOJAT CITY,SURAYTA,SC,BHIMARAM,MALE,SC,surayata,PALI,SOJAT,
7542,PALI,SUMERPUR,AIRANPURA,GEN,GAJENDRA SINGH,MALE,GEN,airanpura,PALI,SUMERPUR,
7543,PALI,SUMERPUR,ANOPPURA,ST,KENARAM MEENA,MALE,ST,anoppura,PALI,SUMERPUR,
7544,PALI,SUMERPUR,BALANA,OBC,RAMLAL,MALE,OBC,blana,PALI,SUMERPUR,
7545,PALI,SUMERPUR,BALUPURA,GEN,DUNGAR SINGH,MALE,GEN,balupura,PALI,SUMERPUR,
7546,PALI,SUMERPUR,BAMNERA,ST,RANRAM,MALE,ST,bamnera,PALI,SUMERPUR,
7547,PALI,SUMERPUR,BANKLI,GEN W,MADAN KANWAR,FEMALE,GEN,bankli,PALI,SUMERPUR,
7548,PALI,SUMERPUR,BASANT,GEN,KAILASH SHANKAR,MALE,OBC,basant,PALI,SUMERPUR,
7549,PALI,SUMERPUR,BHARUNDA,SC W,SUKHI DEVI,FEMALE,SC,bharunda,PALI,SUMERPUR,
7550,PALI,SUMERPUR,BIRAMI,ST,JAGARAM,MALE,ST,birami,PALI,SUMERPUR,
7551,PALI,SUMERPUR,CHANOD,ST W,GAIRI DEVI,FEMALE,ST,chanaud,PALI,SUMERPUR,
7552,PALI,SUMERPUR,DEVATRA,OBC,POKARLAL,MALE,OBC,devatra,PALI,SUMERPUR,
7553,PALI,SUMERPUR,DHANA,OBC W,RUKMANI,FEMALE,OBC,dhana,PALI,SUMERPUR,
7554,PALI,SUMERPUR,DHOLA,OBC W,PISTA,FEMALE,OBC,dhola,PALI,SUMERPUR,
7555,PALI,SUMERPUR,DUJANA,GEN,DAULAT SINGH,MALE,GEN,dujana,PALI,SUMERPUR,
7556,PALI,SUMERPUR,GOGARA,OBC,MOHAN LAL,MALE,OBC,gogra,PALI,SUMERPUR,
7557,PALI,SUMERPUR,KHIMADA,GEN,BABU LAL,MALE,OBC,khimara,PALI,SUMERPUR,
7558,PALI,SUMERPUR,KHIVANDI,SC,RAMESH KUMAR,MALE,SC,khiwandi,PALI,SUMERPUR,
7559,PALI,SUMERPUR,KOLIWADA,GEN,RAJENDRA SINGH,MALE,GEN,koliwara,PALI,SUMERPUR,
7560,PALI,SUMERPUR,KORTA,GEN W,URMILA KANWAR,FEMALE,GEN,korta,PALI,SUMERPUR,
7561,PALI,SUMERPUR,KOSELAV,SC,CHAMPALAL KHATIK,MALE,SC,koselav,PALI,SUMERPUR,
7562,PALI,SUMERPUR,LAPOD,SC W,KAMLA,FEMALE,SC,lapod,PALI,SUMERPUR,
7563,PALI,SUMERPUR,NETRA,GEN,PRAKASH SINGH RAJPUROHIT,MALE,GEN,netra,PALI,SUMERPUR,
7564,PALI,SUMERPUR,NOVI,GEN,BASTIMAL,MALE,GEN,novi,PALI,SUMERPUR,
7565,PALI,SUMERPUR,PALDI,GEN W,MEENA,FEMALE,GEN,paldi,PALI,SUMERPUR,
7566,PALI,SUMERPUR,PAWA,GEN W,RAGHURAJ KANWAR,FEMALE,GEN,pawa,PALI,SUMERPUR,
7567,PALI,SUMERPUR,POMAWA,SC,DEVARAM GARG,MALE,SC,pomawa,PALI,SUMERPUR,
7568,PALI,SUMERPUR,SALODRIYA,GEN,KANARAM,MALE,OBC,salodariya,PALI,SUMERPUR,
7569,PALI,SUMERPUR,SANDERAV,GEN,MITHU KANWAR,FEMALE,GEN,sanderaw,PALI,SUMERPUR,
7570,PALI,SUMERPUR,SINDRU,GEN W,MANSUKH KANWAR,FEMALE,GEN,sindru,PALI,SUMERPUR,
7571,RAJSAMAND,AMET,AGARIYA,OBC,NATHULAL,MALE,OBC,agariya,RAJSAMAND,AMET,
7572,RAJSAMAND,AMET,BIKAWASH,SC,LAXAMAN,MALE,SC,bikawash,RAJSAMAND,AMET,
7573,RAJSAMAND,AMET,DOWARA,GEN,RATAN SINGH,MALE,OBC,dowara,RAJSAMAND,AMET,
7574,RAJSAMAND,AMET,GALWA,ST,VANIRAM,MALE,ST,galwa,RAJSAMAND,AMET,
7575,RAJSAMAND,AMET,GHOSUNDI,GEN W,PREM KANWAR,FEMALE,GEN,ghosundi,RAJSAMAND,AMET,
7576,RAJSAMAND,AMET,GOWAL,SC W,BADAM BAI,FEMALE,SC,gowal,RAJSAMAND,AMET,
7577,RAJSAMAND,AMET,IDANA,OBC,BALUDAS VARAGI,MALE,OBC,idana,RAJSAMAND,AMET,
7578,RAJSAMAND,AMET,JAITPURA,GEN,LABHA CHAND BOHARA,MALE,GEN,jaitpura,RAJSAMAND,AMET,
7579,RAJSAMAND,AMET,JHOR,ST W,CHANDRI,FEMALE,ST,jhoor,RAJSAMAND,AMET,
7580,RAJSAMAND,AMET,JILOLA,GEN,RAM LAL,MALE,OBC,jilola,RAJSAMAND,AMET,
7581,RAJSAMAND,AMET,KHAKHARMALA,SC,DEVI LAL BALAI,MALE,SC,khakharmala,RAJSAMAND,AMET,
7582,RAJSAMAND,AMET,LIKI,GEN W,GEETA,FEMALE,OBC,leeki,RAJSAMAND,AMET,
7583,RAJSAMAND,AMET,LODIYANA,GEN,JITMAL CADRI,MALE,OBC,lodiyana,RAJSAMAND,AMET,
7584,RAJSAMAND,AMET,OLANAKHERA,GEN,FATEH SINGH,MALE,GEN,olanakhera,RAJSAMAND,AMET,
7585,RAJSAMAND,AMET,PANOTIYA,GEN,CHUNI LAL JAT,MALE,OBC,panotiya,RAJSAMAND,AMET,
7586,RAJSAMAND,AMET,RACHATI,GEN W,PAREMI DEVI,FEMALE,OBC,rachheti,RAJSAMAND,AMET,
7587,RAJSAMAND,AMET,SAKARDA,OBC W,MATHRA,FEMALE,OBC,sakarada,RAJSAMAND,AMET,
7588,RAJSAMAND,AMET,SALAGURA,OBC,RAM CHANDRA,MALE,OBC,sardargarh,RAJSAMAND,AMET,
7589,RAJSAMAND,AMET,SARDARGARH,GEN W,UGAM BAI JAIN,FEMALE,GEN,sardargarh,RAJSAMAND,AMET,
7590,RAJSAMAND,AMET,SIYANA,GEN,HAJARI LAL,MALE,OBC,siyana,RAJSAMAND,AMET,
7591,RAJSAMAND,BHIM,AJEETGARH,OBC,GANNI MOHAMMAD,MALE,OBC,ajeetgarh,RAJSAMAND,BHIM,
7592,RAJSAMAND,BHIM,BAGGAR,GEN,VISHAMBHER KRISHAN SINGH,MALE,OBC,baggar,RAJSAMAND,BHIM,
7593,RAJSAMAND,BHIM,BAGHANA,SC,NARAYAN LAL DHOLI,MALE,SC,baghana,RAJSAMAND,BHIM,
7594,RAJSAMAND,BHIM,BALI,GEN,LAXMAN SINGH,MALE,OBC,bali,RAJSAMAND,BHIM,
7595,RAJSAMAND,BHIM,BAR,OBC,SHER SINGH,MALE,OBC,bar,RAJSAMAND,BHIM,
7596,RAJSAMAND,BHIM,BARAR,OBC,OM PRAKASH TANK,MALE,OBC,barar,RAJSAMAND,BHIM,
7597,RAJSAMAND,BHIM,BARJAL,GEN,JAWAN SINGH,MALE,OBC,barjal,RAJSAMAND,BHIM,
7598,RAJSAMAND,BHIM,BHIM,SC W,SHANTA DEVI,FEMALE,SC,bheem,RAJSAMAND,BHIM,
7599,RAJSAMAND,BHIM,BORVA,GEN,JEEVAN SINGH,MALE,OBC,borwa,RAJSAMAND,BHIM,
7600,RAJSAMAND,BHIM,CHHAPALI,OBC W,ANITA DEVI,FEMALE,OBC,chhapali,RAJSAMAND,BHIM,
7601,RAJSAMAND,BHIM,DIWER,GEN,KHAYALI LAL JAIN,MALE,GEN,dewar,RAJSAMAND,BHIM,
7602,RAJSAMAND,BHIM,DUNGARKHERA,GEN,KESHI DEVI,FEMALE,OBC,dangerkheda,RAJSAMAND,BHIM,
7603,RAJSAMAND,BHIM,JAITGARH,GEN W,INDRA DEVI,FEMALE,GEN,jaitgarh,RAJSAMAND,BHIM,
7604,RAJSAMAND,BHIM,KACHHBALI,GEN,KALU SINGH,MALE,OBC,kachhabali,RAJSAMAND,BHIM,
7605,RAJSAMAND,BHIM,KALADEH,GEN,LAKHAN SINGH,MALE,OBC,kaladeh,RAJSAMAND,BHIM,
7606,RAJSAMAND,BHIM,KALAGUMAN,GEN W,LAHARI DEVI,FEMALE,OBC,kalaguman,RAJSAMAND,BHIM,
7607,RAJSAMAND,BHIM,KHIMKHERA,SC,CHATTER LAL DHOLI,MALE,SC,kheema khera,RAJSAMAND,BHIM,
7608,RAJSAMAND,BHIM,KUKARKHERA,GEN,KISHAN SINGH,MALE,OBC,kukarkheda,RAJSAMAND,BHIM,
7609,RAJSAMAND,BHIM,KUSHALPURA,GEN W,PRAMI DEVI,FEMALE,OBC,kushalpura,RAJSAMAND,BHIM,
7610,RAJSAMAND,BHIM,LAGETKHERA,OBC W,SHANTI DEVI,FEMALE,OBC,lagetkhera,RAJSAMAND,BHIM,
7611,RAJSAMAND,BHIM,LAKHAGURA,GEN,LAXMAN SINGH,MALE,OBC,lakha gudha,RAJSAMAND,BHIM,
7612,RAJSAMAND,BHIM,MANDAWAR,GEN W,KAMALA DEVI,FEMALE,OBC,mandawar,RAJSAMAND,BHIM,
7613,RAJSAMAND,BHIM,PIPLINAGAR,GEN W,KANCHAN DEVI,FEMALE,GEN,pipli nagar,RAJSAMAND,BHIM,
7614,RAJSAMAND,BHIM,SAMELIYA,GEN,RATAN LAL JAIN,MALE,GEN,sameliya,RAJSAMAND,BHIM,
7615,RAJSAMAND,BHIM,SAROTH,GEN W,MANI DEVI,FEMALE,OBC,saroth,RAJSAMAND,BHIM,
7616,RAJSAMAND,BHIM,SHEKHAWAS,GEN,HALU,MALE,OBC,shekhawas,RAJSAMAND,BHIM,
7617,RAJSAMAND,BHIM,THIKARWAS,GEN W,RADHA DEVI,FEMALE,OBC,thikarwas,RAJSAMAND,BHIM,
7618,RAJSAMAND,BHIM,TOGI,OBC,JAYENDRA SINGH,MALE,OBC,togi,RAJSAMAND,BHIM,
7619,RAJSAMAND,DEOGARH,ANJANA,GEN,KUNDAN SINGH,MALE,GEN,anjana,RAJSAMAND,DEOGARH,
7620,RAJSAMAND,DEOGARH,DOLPURA,GEN W,PATASI KALAL,FEMALE,OBC,dolpura,RAJSAMAND,DEOGARH,
7621,RAJSAMAND,DEOGARH,ISHARMAND,SC,NARAYAN BALAI,MALE,SC,isharmand,RAJSAMAND,DEOGARH,
7622,RAJSAMAND,DEOGARH,JIRAN,GEN W,NOSAR,FEMALE,OBC,jeeran,RAJSAMAND,DEOGARH,
7623,RAJSAMAND,DEOGARH,KALESARIYA,OBC,BABU LAL RAV,MALE,OBC,kalesariya,RAJSAMAND,DEOGARH,
7624,RAJSAMAND,DEOGARH,KANKROD,OBC,DAYA RAM GURJAR,MALE,OBC,kakrod,RAJSAMAND,DEOGARH,
7625,RAJSAMAND,DEOGARH,KUNDAWA,ST,BHURAM RAM,MALE,ST,kundwa,RAJSAMAND,DEOGARH,
7626,RAJSAMAND,DEOGARH,KUNTHAL,GEN W,DAKHU GURJAR,FEMALE,OBC,kunvathal,RAJSAMAND,DEOGARH,
7627,RAJSAMAND,DEOGARH,LASANI,OBC W,LEELA CHOUHAN,FEMALE,OBC,lasani,RAJSAMAND,DEOGARH,
7628,RAJSAMAND,DEOGARH,MAD,SC W,SUNDRI,FEMALE,SC,maad,RAJSAMAND,DEOGARH,
7629,RAJSAMAND,DEOGARH,MADARIA,SC,BHEERA KATHIK,MALE,SC,madaria,RAJSAMAND,DEOGARH,
7630,RAJSAMAND,DEOGARH,MIYALA,OBC,RAM LAL,MALE,OBC,miyala,RAJSAMAND,DEOGARH,
7631,RAJSAMAND,DEOGARH,NARANA,SC,BANSHI LAL,MALE,SC,narana,RAJSAMAND,DEOGARH,
7632,RAJSAMAND,DEOGARH,NARDASHGUDA,GEN W,PUSPA DEVI,FEMALE,OBC,nardas ka gudha,RAJSAMAND,DEOGARH,
7633,RAJSAMAND,DEOGARH,PARDI,GEN,HAM RAJ SINGH,MALE,GEN,pardi,RAJSAMAND,DEOGARH,
7634,RAJSAMAND,DEOGARH,SANGAWAS,GEN,BHAN SINGH,MALE,OBC,sangawas,RAJSAMAND,DEOGARH,
7635,RAJSAMAND,DEOGARH,SWADARI,GEN,TEJ SINGH RAWAT,MALE,OBC,swadari,RAJSAMAND,DEOGARH,
7636,RAJSAMAND,DEOGARH,TAL,GEN,CHANDRA VEER,MALE,GEN,tal,RAJSAMAND,DEOGARH,
7637,RAJSAMAND,DEOGARH,VIJAYPURA,GEN,KALU RAM SALVI,MALE,SC,vijaypura,RAJSAMAND,DEOGARH,
7638,RAJSAMAND,KHAMNORE,BADABHANUJA,OBC W,SHANTI BAI,FEMALE,OBC,bada bhajuna,RAJSAMAND,KHAMNOR,
7639,RAJSAMAND,KHAMNORE,BAGOL,GEN,HIMMAT SINGH,MALE,GEN,bagol,RAJSAMAND,KHAMNOR,
7640,RAJSAMAND,KHAMNORE,BAMANHEDA,OBC,GANESH GIRI,MALE,OBC,bamanheda,RAJSAMAND,KHAMNOR,
7641,RAJSAMAND,KHAMNORE,BHAINSAKAMED,GEN,HIRA LAL GURJAR,MALE,OBC,bhaisakmed,RAJSAMAND,KHAMNOR,
